Image,Left_Eye_Right_Eye/Eye_Nose,Left_Eye_Right_Eye/Eye_Mouth,Left_Eye_Right_Eye/Eye_Chin,Eye_Nose/Eye_Mouth,Eye_Mouth/Eye_Chin,Virtual_Top_Head/Eye_Chin,Age_Class
1148506_1949-03-22_2011.jpg,1.57,0.96,0.55,1.00,0.00,1.00,6
11951406_1982-01-01_2011.jpg,1.10,0.65,0.47,1.00,0.00,1.00,2
11981506_1959-09-29_2007.jpg,1.10,0.65,0.47,1.00,0.00,1.00,4
11989706_1960-03-03_2008.jpg,1.26,0.80,0.49,1.00,0.00,1.00,4
1213506_1961-02-02_2010.jpg,1.35,0.92,0.53,1.00,0.00,1.00,4
12343806_1977-10-11_2007.jpg,1.34,0.86,0.57,1.00,0.00,1.00,2
12343806_1977-10-11_2007.jpg,1.30,0.80,0.45,1.00,0.00,1.00,2
12343806_1977-10-11_2007.jpg,1.20,0.89,0.48,1.00,0.00,1.00,2
12343806_1977-10-11_2007.jpg,1.20,0.89,0.48,1.00,0.00,1.00,2
12408106_1968-04-06_2007.jpg,1.31,0.86,0.53,1.00,0.00,1.00,3
12435706_1967-03-26_2007.jpg,1.00,0.75,0.48,1.00,0.00,1.00,3
1253206_1926-04-10_1970.jpg,1.49,1.00,0.64,1.00,0.00,1.00,4
12540806_1962-04-14_2006.jpg,1.28,0.83,0.49,1.00,0.00,1.00,4
1259206_1909-07-09_1950.jpg,1.52,0.95,0.57,1.00,0.00,1.00,4
12615506_1913-09-14_1942.jpg,1.22,0.77,0.45,1.00,0.00,1.00,2
12615506_1913-09-14_1942.jpg,2.20,1.09,0.66,1.00,0.00,1.00,2
1268106_1983-05-11_2005.jpg,1.09,0.76,0.44,1.00,0.00,1.00,2
12759606_1937-06-05_2000.jpg,1.43,1.04,0.54,1.00,0.00,1.00,6
12858106_1981-05-22_2010.jpg,1.43,0.85,0.63,1.00,0.00,1.00,2
12935706_1989-06-08_2008.jpg,1.39,1.07,0.62,1.00,0.00,1.00,1
1299406_1932-12-07_2011.jpg,1.38,0.80,0.53,1.00,0.00,1.00,7
13039406_1983-01-06_2009.jpg,1.09,0.81,0.51,1.00,0.00,1.00,2
1320106_1954-01-06_2012.jpg,1.43,0.87,0.55,1.00,0.00,1.00,5
1320106_1954-01-06_2012.jpg,1.36,0.77,0.54,1.00,0.00,1.00,5
13210606_1982-06-26_2010.jpg,1.15,0.71,0.43,1.00,0.00,1.00,2
1324506_1956-05-07_2009.jpg,1.51,0.96,0.59,1.00,0.00,1.00,5
1339706_1907-10-20_1958.jpg,1.27,0.95,0.52,1.00,0.00,1.00,5
1346706_1965-10-19_1999.jpg,1.96,1.07,0.61,1.00,0.00,1.00,3
1349706_1914-08-10_1969.jpg,1.36,0.98,0.45,1.00,0.00,1.00,5
13565806_1988-02-29_2011.jpg,1.35,0.81,0.50,1.00,0.00,1.00,2
1357606_1954-06-02_2015.jpg,1.35,0.81,0.50,1.00,0.00,1.00,6
13635506_1982-01-23_2013.jpg,1.29,0.79,0.55,1.00,0.00,1.00,3
13660506_1965-06-05_2007.jpg,1.81,0.91,0.63,1.00,0.00,1.00,4
13744106_1974-07-14_2013.jpg,1.81,0.91,0.63,1.00,0.00,1.00,3
13767406_1979-09-17_2010.jpg,1.52,0.90,0.60,1.00,0.00,1.00,3
1377706_1926-07-05_1946.jpg,1.20,1.09,0.61,1.00,0.00,1.00,1
13798906_1983-03-23_2009.jpg,1.35,0.85,0.63,1.00,0.00,1.00,2
1395706_1935-05-02_1962.jpg,1.23,0.81,0.57,1.00,0.00,1.00,2
14529206_1987-11-11_2007.jpg,1.47,0.96,0.52,1.00,0.00,1.00,1
1462406_1984-10-03_2009.jpg,1.19,0.78,0.51,1.00,0.00,1.00,2
14649906_1977-08-11_2008.jpg,1.40,0.93,0.57,1.00,0.00,1.00,3
147406_1941-06-15_1976.jpg,1.51,0.95,0.56,1.00,0.00,1.00,3
149006_1941-04-08_2014.jpg,1.63,0.96,0.67,1.00,0.00,1.00,7
149506_1956-11-08_1999.jpg,1.73,1.04,0.65,1.00,0.00,1.00,4
14982606_1986-10-29_2007.jpg,1.24,1.00,0.61,1.00,0.00,1.00,2
15087006_1921-09-13_1968.jpg,1.24,1.00,0.61,1.00,0.00,1.00,4
15101806_1923-07-21_1961.jpg,1.42,0.95,0.54,1.00,0.00,1.00,3
1524606_1980-04-10_2012.jpg,1.83,1.01,0.59,1.00,0.00,1.00,3
1550506_1982-02-25_2014.jpg,1.36,0.79,0.47,1.00,0.00,1.00,3
15526906_1975-10-03_2003.jpg,1.43,0.82,0.53,1.00,0.00,1.00,2
156006_1961-07-30_2009.jpg,0.97,0.58,0.40,1.00,0.00,1.00,4
1561606_1947-04-18_2007.jpg,1.32,0.80,0.52,1.00,0.00,1.00,5
156506_1949-03-22_2004.jpg,1.32,0.80,0.52,1.00,0.00,1.00,5
156606_1914-02-17_1949.jpg,1.59,0.92,0.63,1.00,0.00,1.00,3
158106_1968-01-02_2012.jpg,1.52,1.10,0.61,1.00,0.00,1.00,4
15894806_1936-08-03_2009.jpg,1.46,0.84,0.46,1.00,0.00,1.00,7
15946106_1967-06-26_2010.jpg,2.19,1.04,0.64,1.00,0.00,1.00,4
159906_1968-08-28_2005.jpg,1.51,0.80,0.48,1.00,0.00,1.00,3
16000106_1899-03-18_1953.jpg,1.14,0.75,0.55,1.00,0.00,1.00,5
16284906_1992-08-03_2011.jpg,1.21,0.92,0.56,1.00,0.00,1.00,1
1633206_1982-10-02_2014.jpg,1.54,0.91,0.55,1.00,0.00,1.00,3
16403706_1969-02-07_2013.jpg,1.78,1.04,0.65,1.00,0.00,1.00,4
16436206_1967-01-25_2014.jpg,1.78,1.04,0.65,1.00,0.00,1.00,4
16466206_1974-02-09_2007.jpg,1.69,1.16,0.61,1.00,0.00,1.00,3
16492206_1984-05-08_2012.jpg,1.82,0.96,0.57,1.00,0.00,1.00,2
16506_1950-04-28_2008.jpg,1.64,1.14,0.59,1.00,0.00,1.00,5
1655706_1930-08-06_1966.jpg,2.38,1.15,0.72,1.00,0.00,1.00,3
17036006_1985-04-09_2012.jpg,1.50,0.87,0.59,1.00,0.00,1.00,2
1704406_1938-11-08_2013.jpg,1.44,0.96,0.61,1.00,0.00,1.00,7
17155306_1985-11-02_2010.jpg,1.23,0.86,0.50,1.00,0.00,1.00,2
171606_1950-11-28_2010.jpg,1.23,0.86,0.50,1.00,0.00,1.00,5
17268906_1977-11-18_2007.jpg,1.51,0.98,0.65,1.00,0.00,1.00,2
172706_1898-04-03_1954.jpg,1.45,1.00,0.61,1.00,0.00,1.00,5
172706_1898-04-03_1954.jpg,1.36,0.93,0.56,1.00,0.00,1.00,5
1728606_1948-07-06_1970.jpg,1.42,0.99,0.56,1.00,0.00,1.00,2
17349106_1998-01-28_2015.jpg,1.89,1.16,0.71,1.00,0.00,1.00,1
17485706_1982-02-22_2010.jpg,1.38,0.75,0.50,1.00,0.00,1.00,2
1752906_1979-11-26_2008.jpg,1.13,0.81,0.52,1.00,0.00,1.00,2
1775706_1983-05-04_2011.jpg,1.21,0.97,0.54,1.00,0.00,1.00,2
17789106_1980-11-03_2012.jpg,1.21,0.97,0.54,1.00,0.00,1.00,3
1783506_1947-03-30_2008.jpg,1.30,0.90,0.48,1.00,0.00,1.00,6
1788606_1940-06-29_2014.jpg,1.36,0.80,0.54,1.00,0.00,1.00,7
17996106_1938-12-05_1962.jpg,2.07,1.17,0.56,1.00,0.00,1.00,2
180306_1979-02-16_2010.jpg,1.46,1.02,0.61,1.00,0.00,1.00,3
1840506_1934-08-29_1955.jpg,1.32,1.05,0.59,1.00,0.00,1.00,2
1851406_1987-06-06_2007.jpg,1.32,1.05,0.59,1.00,0.00,1.00,1
1857406_1952-03-16_2010.jpg,1.32,1.05,0.59,1.00,0.00,1.00,5
19070906_1982-10-10_2010.jpg,1.32,1.05,0.59,1.00,0.00,1.00,2
19070906_1982-10-10_2010.jpg,1.32,1.05,0.59,1.00,0.00,1.00,2
19070906_1982-10-10_2010.jpg,1.32,1.05,0.59,1.00,0.00,1.00,2
19078906_1987-05-03_2013.jpg,1.70,0.89,0.54,1.00,0.00,1.00,2
19097306_1987-12-03_2008.jpg,1.33,0.82,0.53,1.00,0.00,1.00,2
19271206_1985-09-04_2005.jpg,1.33,0.82,0.53,1.00,0.00,1.00,1
1932206_1960-06-05_1996.jpg,1.55,0.99,0.54,1.00,0.00,1.00,3
19512506_1935-10-17_1960.jpg,1.57,1.03,0.58,1.00,0.00,1.00,2
19512506_1935-10-17_1960.jpg,1.53,1.08,0.59,1.00,0.00,1.00,2
19512506_1935-10-17_1960.jpg,0.97,0.70,0.45,1.00,0.00,1.00,2
1968806_1986-01-18_2009.jpg,1.36,0.98,0.63,1.00,0.00,1.00,2
198606_1943-06-13_2007.jpg,1.47,1.07,0.57,1.00,0.00,1.00,6
19920006_1989-07-05_2011.jpg,1.59,0.97,0.64,1.00,0.00,1.00,2
20013406_1986-05-19_2012.jpg,1.37,0.85,0.48,1.00,0.00,1.00,2
20127006_1941-08-24_2011.jpg,1.28,0.89,0.48,1.00,0.00,1.00,6
20132006_1987-01-14_2015.jpg,0.97,0.58,0.37,1.00,0.00,1.00,2
2028906_1965-04-09_2014.jpg,1.48,1.08,0.68,1.00,0.00,1.00,4
20297006_1980-02-19_2015.jpg,1.42,0.95,0.63,1.00,0.00,1.00,3
20513406_1967-03-13_2008.jpg,1.71,1.10,0.63,1.00,0.00,1.00,4
20545506_1976-07-08_2009.jpg,1.71,1.10,0.63,1.00,0.00,1.00,3
205506_1947-03-15_2009.jpg,1.91,0.96,0.62,1.00,0.00,1.00,6
20581906_1990-07-09_2014.jpg,1.55,0.88,0.58,1.00,0.00,1.00,2
20646206_1968-02-13_2013.jpg,1.81,1.20,0.68,1.00,0.00,1.00,4
20652006_1961-09-08_2011.jpg,1.19,0.76,0.49,1.00,0.00,1.00,4
2078006_1966-10-18_2007.jpg,1.19,0.76,0.49,1.00,0.00,1.00,4
20823806_1980-05-15_2009.jpg,0.89,0.69,0.45,1.00,0.00,1.00,2
20830806_1990-09-19_2013.jpg,0.89,0.69,0.45,1.00,0.00,1.00,2
2083806_1987-12-27_2011.jpg,1.46,0.93,0.65,1.00,0.00,1.00,2
20949106_1959-02-18_2011.jpg,1.37,0.90,0.54,1.00,0.00,1.00,5
2134706_1970-08-09_2015.jpg,1.38,0.99,0.55,1.00,0.00,1.00,4
21384506_1947-02-16_2009.jpg,1.47,0.99,0.57,1.00,0.00,1.00,6
21495106_1983-09-10_2007.jpg,1.47,0.99,0.57,1.00,0.00,1.00,2
21536106_1983-09-16_2012.jpg,1.47,0.99,0.57,1.00,0.00,1.00,2
21581006_1989-01-01_2011.jpg,1.32,0.87,0.52,1.00,0.00,1.00,2
21644506_1985-07-05_2011.jpg,1.29,0.79,0.52,1.00,0.00,1.00,2
2171206_1980-09-08_2008.jpg,1.46,0.97,0.58,1.00,0.00,1.00,2
217706_1887-01-11_1946.jpg,1.46,0.97,0.58,1.00,0.00,1.00,5
217706_1887-01-11_1946.jpg,1.23,0.83,0.48,1.00,0.00,1.00,5
21860206_1912-11-16_1968.jpg,1.23,0.83,0.48,1.00,0.00,1.00,5
22012206_1980-06-05_2009.jpg,1.22,1.13,0.54,1.00,0.00,1.00,2
2227406_1960-01-18_2013.jpg,1.22,1.13,0.54,1.00,0.00,1.00,5
22382306_1960-01-12_2011.jpg,1.47,1.10,0.52,1.00,0.00,1.00,5
22650906_1969-04-19_2007.jpg,1.17,0.88,0.48,1.00,0.00,1.00,3
22650906_1969-04-19_2007.jpg,1.17,0.88,0.48,1.00,0.00,1.00,3
2297606_1980-12-31_2008.jpg,1.43,0.97,0.56,1.00,0.00,1.00,2
23006_1974-04-28_2011.jpg,1.35,1.07,0.53,1.00,0.00,1.00,3
234106_1886-07-03_1944.jpg,1.35,1.07,0.53,1.00,0.00,1.00,5
2346306_1972-05-31_2011.jpg,1.59,1.08,0.63,1.00,0.00,1.00,3
23479806_1982-04-03_2012.jpg,1.51,0.75,0.47,1.00,0.00,1.00,2
235306_1950-05-12_2010.jpg,1.35,0.79,0.53,1.00,0.00,1.00,5
23536806_1990-11-07_2011.jpg,1.05,0.58,0.35,1.00,0.00,1.00,2
23549906_1978-11-01_2011.jpg,1.27,0.93,0.64,1.00,0.00,1.00,3
2360106_1971-09-14_2011.jpg,1.66,1.08,0.56,1.00,0.00,1.00,3
23727806_1981-03-03_2014.jpg,1.61,1.12,0.63,1.00,0.00,1.00,3
2373406_1978-01-25_2012.jpg,1.16,0.72,0.46,1.00,0.00,1.00,3
2404106_1879-05-27_1940.jpg,1.16,0.72,0.46,1.00,0.00,1.00,6
24416806_1928-05-07_2009.jpg,1.42,0.89,0.59,1.00,0.00,1.00,8
2459906_1903-03-31_1974.jpg,1.42,0.91,0.58,1.00,0.00,1.00,7
24792306_1924-03-13_1972.jpg,1.72,1.11,0.60,1.00,0.00,1.00,4
24857306_1978-09-30_2012.jpg,1.81,1.24,0.69,1.00,0.00,1.00,3
24901406_1974-09-16_2010.jpg,1.81,1.24,0.69,1.00,0.00,1.00,3
2499706_1951-02-07_1970.jpg,1.81,1.24,0.69,1.00,0.00,1.00,1
25216906_1941-04-18_2009.jpg,1.81,1.24,0.69,1.00,0.00,1.00,6
2524106_1944-06-27_2008.jpg,1.29,0.91,0.54,1.00,0.00,1.00,6
2529206_1978-05-23_2010.jpg,1.21,0.97,0.54,1.00,0.00,1.00,3
25467906_1991-04-29_2015.jpg,1.47,0.93,0.65,1.00,0.00,1.00,2
25476706_1975-03-27_2009.jpg,1.86,1.04,0.56,1.00,0.00,1.00,3
2548006_1904-02-27_1950.jpg,1.86,1.04,0.56,1.00,0.00,1.00,4
256406_1938-10-22_2015.jpg,1.47,0.89,0.48,1.00,0.00,1.00,7
256706_1947-11-08_1977.jpg,1.61,0.92,0.64,1.00,0.00,1.00,2
25758106_1953-12-26_2008.jpg,1.61,1.05,0.62,1.00,0.00,1.00,5
25763806_1898-12-05_1943.jpg,1.96,0.93,0.59,1.00,0.00,1.00,4
26256606_1971-07-20_2010.jpg,1.25,0.66,0.42,1.00,0.00,1.00,3
26546706_1991-09-19_2009.jpg,1.42,0.78,0.58,1.00,0.00,1.00,1
267806_1977-02-16_2009.jpg,1.32,0.88,0.56,1.00,0.00,1.00,3
26958906_1923-10-22_1978.jpg,1.71,1.03,0.68,1.00,0.00,1.00,5
27104406_1983-11-18_2012.jpg,1.06,0.72,0.45,1.00,0.00,1.00,2
27381106_1929-07-09_2009.jpg,1.63,1.03,0.63,1.00,0.00,1.00,7
27571406_1991-01-22_2013.jpg,1.47,1.14,0.56,1.00,0.00,1.00,2
27754406_1993-04-20_2012.jpg,1.47,1.14,0.56,1.00,0.00,1.00,1
27765906_1981-05-06_2009.jpg,1.39,0.72,0.50,1.00,0.00,1.00,2
27979606_1987-05-24_2013.jpg,1.39,0.72,0.50,1.00,0.00,1.00,2
28084106_1986-02-14_2013.jpg,1.24,0.80,0.49,1.00,0.00,1.00,2
28084106_1986-02-14_2013.jpg,1.24,0.80,0.49,1.00,0.00,1.00,2
28097406_1935-03-16_1969.jpg,1.36,0.85,0.56,1.00,0.00,1.00,3
2822406_1938-06-07_2012.jpg,1.31,1.00,0.55,1.00,0.00,1.00,7
2836606_1982-09-27_2006.jpg,2.16,0.91,0.57,1.00,0.00,1.00,2
28686906_1915-02-06_2013.jpg,1.30,0.81,0.56,1.00,0.00,1.00,8
28824806_1991-01-25_2012.jpg,1.13,0.73,0.47,1.00,0.00,1.00,2
29025306_1955-10-06_2009.jpg,1.92,1.06,0.59,1.00,0.00,1.00,5
29081106_1914-08-21_1943.jpg,1.92,1.06,0.59,1.00,0.00,1.00,2
293306_1972-04-15_2013.jpg,1.40,0.95,0.60,1.00,0.00,1.00,4
29362506_1976-06-27_2007.jpg,1.40,0.95,0.60,1.00,0.00,1.00,3
294306_1937-08-05_1983.jpg,1.50,1.10,0.57,1.00,0.00,1.00,4
30022306_1986-07-12_2012.jpg,1.50,1.10,0.57,1.00,0.00,1.00,2
301406_1946-07-19_2004.jpg,1.33,0.82,0.51,1.00,0.00,1.00,5
30169206_1953-03-23_1982.jpg,1.50,0.91,0.60,1.00,0.00,1.00,2
3024306_1960-01-06_2014.jpg,1.22,0.83,0.58,1.00,0.00,1.00,5
30284206_1980-06-07_2014.jpg,1.11,0.76,0.49,1.00,0.00,1.00,3
30284206_1980-06-07_2014.jpg,1.11,0.76,0.49,1.00,0.00,1.00,3
30440406_1989-06-24_2011.jpg,1.29,0.97,0.59,1.00,0.00,1.00,2
30750506_1986-01-02_2012.jpg,1.29,0.97,0.59,1.00,0.00,1.00,2
30871106_1961-12-08_2014.jpg,1.59,1.03,0.52,1.00,0.00,1.00,5
3104806_1947-04-25_2014.jpg,1.46,1.01,0.55,1.00,0.00,1.00,6
3114706_1986-05-14_2012.jpg,1.37,0.96,0.58,1.00,0.00,1.00,2
31464206_1914-03-05_1966.jpg,1.25,0.95,0.54,1.00,0.00,1.00,5
31517006_1976-03-14_2012.jpg,1.51,0.95,0.63,1.00,0.00,1.00,3
31658206_1990-11-29_2011.jpg,1.14,0.83,0.57,1.00,0.00,1.00,2
3170406_1972-09-06_2004.jpg,1.17,0.84,0.51,1.00,0.00,1.00,3
320206_1942-02-20_2012.jpg,1.16,0.75,0.49,1.00,0.00,1.00,6
32056806_2000-06-01_2015.jpg,1.92,1.10,0.63,1.00,0.00,1.00,1
320706_1956-12-26_2008.jpg,1.21,0.86,0.58,1.00,0.00,1.00,5
32077706_1975-07-02_2010.jpg,1.21,0.86,0.58,1.00,0.00,1.00,3
3212306_1986-08-26_2012.jpg,1.31,0.81,0.58,1.00,0.00,1.00,2
3217006_1982-10-13_2008.jpg,1.44,0.98,0.54,1.00,0.00,1.00,2
3255806_1995-01-04_2007.jpg,1.24,1.03,0.57,1.00,0.00,1.00,1
32713806_1987-08-27_2011.jpg,1.22,0.77,0.52,1.00,0.00,1.00,2
327306_1920-01-12_1964.jpg,2.05,1.00,0.64,1.00,0.00,1.00,4
32738806_1988-12-30_2015.jpg,1.27,0.91,0.58,1.00,0.00,1.00,2
33043006_1934-01-24_2007.jpg,1.90,1.07,0.67,1.00,0.00,1.00,7
33153006_1964-02-03_2011.jpg,1.37,0.96,0.52,1.00,0.00,1.00,4
332306_1938-01-18_2004.jpg,1.30,0.77,0.56,1.00,0.00,1.00,6
33415006_1992-10-29_2010.jpg,1.55,0.91,0.55,1.00,0.00,1.00,1
33443906_1991-02-11_2012.jpg,1.55,0.91,0.55,1.00,0.00,1.00,2
335006_1911-10-13_1943.jpg,1.27,0.89,0.62,1.00,0.00,1.00,3
33525706_1997-03-19_2012.jpg,1.38,1.04,0.58,1.00,0.00,1.00,1
34172606_1919-11-24_1966.jpg,1.41,0.87,0.58,1.00,0.00,1.00,4
3420806_1980-12-27_2014.jpg,1.34,0.81,0.51,1.00,0.00,1.00,3
342306_1968-06-01_2011.jpg,1.38,0.84,0.55,1.00,0.00,1.00,4
3452206_1950-03-12_2007.jpg,1.69,0.94,0.52,1.00,0.00,1.00,5
34880306_1989-02-18_2011.jpg,1.24,0.87,0.53,1.00,0.00,1.00,2
3497106_1929-12-31_2012.jpg,1.86,1.15,0.61,1.00,0.00,1.00,8
3521306_1990-09-25_2014.jpg,1.33,0.97,0.55,1.00,0.00,1.00,2
3531806_1963-08-08_2012.jpg,1.39,0.96,0.53,1.00,0.00,1.00,4
3531806_1963-08-08_2012.jpg,1.31,0.98,0.56,1.00,0.00,1.00,4
3531806_1963-08-08_2012.jpg,1.30,0.85,0.54,1.00,0.00,1.00,4
3533406_1986-03-30_2010.jpg,1.24,0.89,0.61,1.00,0.00,1.00,2
3533406_1986-03-30_2010.jpg,1.53,1.06,0.68,1.00,0.00,1.00,2
3554406_1923-12-28_1962.jpg,1.34,0.99,0.52,1.00,0.00,1.00,3
357806_1910-06-03_1940.jpg,1.29,1.06,0.56,1.00,0.00,1.00,2
35870306_1993-04-02_2012.jpg,1.66,0.94,0.64,1.00,0.00,1.00,1
35870306_1993-04-02_2012.jpg,1.66,0.94,0.64,1.00,0.00,1.00,1
35985006_1940-10-16_2006.jpg,1.47,0.99,0.54,1.00,0.00,1.00,6
36089506_1982-12-08_2012.jpg,1.39,1.12,0.58,1.00,0.00,1.00,2
36180306_1995-02-18_2015.jpg,1.18,0.75,0.47,1.00,0.00,1.00,1
36335906_1986-01-31_2013.jpg,2.13,1.13,0.69,1.00,0.00,1.00,2
364506_1939-10-06_2011.jpg,1.42,0.88,0.56,1.00,0.00,1.00,7
36484806_1984-03-26_2010.jpg,1.40,0.79,0.51,1.00,0.00,1.00,2
36506006_1978-08-22_2010.jpg,1.63,0.96,0.57,1.00,0.00,1.00,3
36509906_1919-12-07_1945.jpg,1.16,1.00,0.54,1.00,0.00,1.00,2
36558206_1984-03-16_2014.jpg,1.16,1.00,0.54,1.00,0.00,1.00,2
36608606_1983-05-19_2010.jpg,1.22,0.97,0.51,1.00,0.00,1.00,2
36701506_1985-03-21_2012.jpg,1.27,0.91,0.56,1.00,0.00,1.00,2
36702306_1979-01-16_2012.jpg,1.42,0.87,0.51,1.00,0.00,1.00,3
36787906_1923-09-07_2004.jpg,1.68,0.95,0.59,1.00,0.00,1.00,8
36943906_1938-11-08_1979.jpg,1.59,0.98,0.60,1.00,0.00,1.00,4
37051506_1925-07-13_1947.jpg,0.99,0.75,0.49,1.00,0.00,1.00,2
37051506_1925-07-13_1947.jpg,0.99,0.75,0.49,1.00,0.00,1.00,2
37110106_1986-02-11_2011.jpg,1.74,1.08,0.63,1.00,0.00,1.00,2
3732906_1988-05-02_2014.jpg,1.67,0.88,0.57,1.00,0.00,1.00,2
3736106_1971-05-13_2013.jpg,1.31,0.92,0.59,1.00,0.00,1.00,4
3736106_1971-05-13_2013.jpg,1.31,0.92,0.59,1.00,0.00,1.00,4
37361206_1990-01-19_2014.jpg,1.63,0.88,0.51,1.00,0.00,1.00,2
37409106_1988-02-21_2013.jpg,1.27,0.85,0.54,1.00,0.00,1.00,2
3771806_1969-03-10_2015.jpg,1.55,0.91,0.50,1.00,0.00,1.00,4
37835506_1944-08-19_2008.jpg,1.26,0.81,0.48,1.00,0.00,1.00,6
37923606_1961-08-24_2010.jpg,1.66,1.07,0.61,1.00,0.00,1.00,4
37923606_1961-08-24_2010.jpg,1.66,1.07,0.61,1.00,0.00,1.00,4
37930006_1930-01-05_1963.jpg,1.21,0.87,0.47,1.00,0.00,1.00,3
37930006_1930-01-05_1963.jpg,1.34,1.01,0.52,1.00,0.00,1.00,3
37930006_1930-01-05_1963.jpg,1.65,1.14,0.58,1.00,0.00,1.00,3
37930006_1930-01-05_1963.jpg,1.65,1.14,0.58,1.00,0.00,1.00,3
37930006_1930-01-05_1963.jpg,1.39,1.05,0.55,1.00,0.00,1.00,3
37930006_1930-01-05_1963.jpg,1.29,0.96,0.50,1.00,0.00,1.00,3
37937806_1995-04-23_2012.jpg,1.18,0.91,0.52,1.00,0.00,1.00,1
38278306_1989-09-23_2014.jpg,1.60,1.22,0.72,1.00,0.00,1.00,2
38408306_1965-01-01_1987.jpg,1.89,1.06,0.65,1.00,0.00,1.00,2
38571506_1931-06-11_1965.jpg,1.17,0.77,0.50,1.00,0.00,1.00,3
38571506_1931-06-11_1965.jpg,1.17,0.77,0.50,1.00,0.00,1.00,3
38678906_1975-12-07_2010.jpg,1.17,0.77,0.50,1.00,0.00,1.00,3
38685406_1986-04-02_2015.jpg,2.05,1.03,0.68,1.00,0.00,1.00,2
39040406_1989-12-13_2015.jpg,1.20,0.77,0.52,1.00,0.00,1.00,2
39050706_1996-03-24_2014.jpg,1.49,0.94,0.56,1.00,0.00,1.00,1
39331606_1987-01-21_2012.jpg,1.41,1.01,0.59,1.00,0.00,1.00,2
39409306_1987-12-11_2011.jpg,1.54,1.02,0.55,1.00,0.00,1.00,2
3956606_1963-07-23_1980.jpg,1.75,0.94,0.59,1.00,0.00,1.00,1
40148906_1991-09-27_2013.jpg,1.75,0.94,0.59,1.00,0.00,1.00,2
40148906_1991-09-27_2013.jpg,1.75,0.94,0.59,1.00,0.00,1.00,2
4031706_1946-07-16_2007.jpg,1.02,0.80,0.50,1.00,0.00,1.00,6
40580406_1970-02-02_2013.jpg,1.79,0.98,0.57,1.00,0.00,1.00,4
40580406_1970-02-02_2013.jpg,1.79,0.98,0.57,1.00,0.00,1.00,4
40580406_1970-02-02_2013.jpg,1.79,0.98,0.57,1.00,0.00,1.00,4
40580406_1970-02-02_2013.jpg,1.79,0.98,0.57,1.00,0.00,1.00,4
40580406_1970-02-02_2013.jpg,1.79,0.98,0.57,1.00,0.00,1.00,4
4062006_1986-07-14_2011.jpg,1.79,0.98,0.57,1.00,0.00,1.00,2
40660406_1982-04-06_2015.jpg,0.82,0.55,0.37,1.00,0.00,1.00,3
407106_1949-10-09_2008.jpg,1.29,0.95,0.59,1.00,0.00,1.00,5
4108606_1957-12-11_2011.jpg,1.38,0.85,0.52,1.00,0.00,1.00,5
41102106_1948-07-12_2014.jpg,1.11,0.68,0.45,1.00,0.00,1.00,6
41170706_1980-02-09_2013.jpg,1.33,0.98,0.59,1.00,0.00,1.00,3
412806_1914-09-26_1961.jpg,1.19,0.86,0.50,1.00,0.00,1.00,4
41371706_1977-03-02_2011.jpg,1.38,0.97,0.59,1.00,0.00,1.00,3
41388906_1951-04-03_1974.jpg,1.32,0.96,0.59,1.00,0.00,1.00,2
414106_1935-03-15_1967.jpg,1.22,0.89,0.59,1.00,0.00,1.00,3
41679606_1943-03-25_2008.jpg,1.59,0.85,0.59,1.00,0.00,1.00,6
41729806_1944-09-16_1967.jpg,1.58,0.89,0.59,1.00,0.00,1.00,2
41729806_1944-09-16_1967.jpg,1.49,0.86,0.49,1.00,0.00,1.00,2
41875906_1989-09-29_2013.jpg,1.29,0.94,0.55,1.00,0.00,1.00,2
41906_1940-04-25_2004.jpg,1.34,0.84,0.51,1.00,0.00,1.00,6
42153106_1991-06-01_2014.jpg,1.58,1.06,0.58,1.00,0.00,1.00,2
42208206_1993-05-12_2015.jpg,1.33,0.77,0.52,1.00,0.00,1.00,2
42494206_1954-09-26_1976.jpg,1.34,0.81,0.48,1.00,0.00,1.00,2
42725606_1989-07-06_2013.jpg,1.37,0.93,0.58,1.00,0.00,1.00,2
42881906_1888-01-29_1990.jpg,1.56,0.94,0.61,1.00,0.00,1.00,8
43180406_1987-04-21_2014.jpg,1.59,0.98,0.56,1.00,0.00,1.00,2
43468106_1991-08-28_2014.jpg,1.87,1.06,0.61,1.00,0.00,1.00,2
43705606_1957-08-30_2012.jpg,1.95,1.17,0.67,1.00,0.00,1.00,5
4375906_1972-07-26_2009.jpg,1.33,0.93,0.54,1.00,0.00,1.00,3
43779206_1994-01-28_2015.jpg,1.03,0.66,0.51,1.00,0.00,1.00,2
43787906_1991-12-09_2015.jpg,1.27,0.88,0.60,1.00,0.00,1.00,2
43787906_1991-12-09_2015.jpg,1.27,0.88,0.60,1.00,0.00,1.00,2
44026006_1986-05-15_2012.jpg,1.18,0.85,0.54,1.00,0.00,1.00,2
44171906_1958-09-06_2014.jpg,1.30,0.82,0.44,1.00,0.00,1.00,5
44366006_1993-02-26_2014.jpg,1.23,1.05,0.57,1.00,0.00,1.00,2
44514306_1943-07-05_1966.jpg,1.56,1.01,0.68,1.00,0.00,1.00,2
4462806_1980-11-13_2011.jpg,1.47,0.98,0.54,1.00,0.00,1.00,3
44898306_1993-02-05_2014.jpg,1.47,0.98,0.54,1.00,0.00,1.00,2
45076506_1949-05-13_2012.jpg,1.49,0.96,0.55,1.00,0.00,1.00,6
45097906_1972-03-21_2012.jpg,1.42,0.85,0.54,1.00,0.00,1.00,3
