Image,facial_index,mandibular_index,intercanthal_index,orbital_width_index,eye_fissure_index,nasal_index,vermilion_height_index,mouth_face_width_index,age_class
/Users/jishavarun/Documents/Python/CS256/wiki/02/41602502_1948-09-01_1976.jpg,0.95,0.51,0.43,0.66,0.06,0.55,0.69,0.46,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/4164702_1918-10-11_1943.jpg,0.90,0.47,0.40,0.74,0.11,0.40,0.54,0.37,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/41858602_1988-09-15_2014.jpg,0.87,0.37,0.41,0.72,0.09,0.41,0.61,0.41,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/4200402_1988-01-16_2008.jpg,0.89,0.40,0.42,0.68,0.06,0.38,0.76,0.37,1
/Users/jishavarun/Documents/Python/CS256/wiki/02/42064302_1947-02-14_2012.jpg,0.89,0.40,0.42,0.68,0.06,0.38,0.76,0.37,6
/Users/jishavarun/Documents/Python/CS256/wiki/02/4209702_1971-07-04_2002.jpg,0.89,0.40,0.42,0.68,0.06,0.38,0.76,0.37,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/42120902_1997-09-18_2013.jpg,0.97,0.54,0.42,0.69,0.07,0.49,0.74,0.44,1
/Users/jishavarun/Documents/Python/CS256/wiki/02/42521102_1942-12-15_1968.jpg,0.92,0.39,0.39,0.78,0.07,0.40,0.57,0.39,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/42649702_1985-12-21_2014.jpg,0.88,0.39,0.42,0.69,0.05,0.55,0.69,0.51,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/42682802_1994-03-25_2014.jpg,0.87,0.37,0.37,0.87,0.10,0.45,0.62,0.42,1
/Users/jishavarun/Documents/Python/CS256/wiki/02/42747602_1957-07-07_2004.jpg,0.85,0.44,0.41,0.71,0.06,0.57,0.43,0.45,4
/Users/jishavarun/Documents/Python/CS256/wiki/02/42895502_1965-05-28_2008.jpg,0.90,0.41,0.45,0.61,0.07,0.49,0.73,0.35,4
/Users/jishavarun/Documents/Python/CS256/wiki/02/4291702_1979-09-13_2007.jpg,0.90,0.41,0.45,0.61,0.07,0.49,0.73,0.35,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/42977002_1996-03-07_2015.jpg,0.92,0.53,0.41,0.71,0.05,0.57,0.69,0.33,1
/Users/jishavarun/Documents/Python/CS256/wiki/02/43140402_1967-04-16_2011.jpg,0.91,0.37,0.44,0.62,0.07,0.47,0.83,0.46,4
/Users/jishavarun/Documents/Python/CS256/wiki/02/43198602_1987-12-13_2014.jpg,0.95,0.44,0.42,0.69,0.09,0.38,0.72,0.47,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/43198602_1987-12-13_2014.jpg,0.90,0.36,0.43,0.67,0.09,0.39,0.63,0.49,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/43233802_1994-09-25_2014.jpg,0.95,0.48,0.41,0.71,0.08,0.41,0.70,0.39,1
/Users/jishavarun/Documents/Python/CS256/wiki/02/43409202_1997-01-21_1993.jpg,0.87,0.45,0.45,0.61,0.05,0.57,0.53,0.39,0
/Users/jishavarun/Documents/Python/CS256/wiki/02/4342302_1938-06-10_1967.jpg,0.83,0.37,0.43,0.68,0.06,0.49,0.63,0.33,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/43700202_1975-07-19_2013.jpg,1.02,0.50,0.41,0.71,0.08,0.42,0.65,0.43,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/43733002_1973-06-10_2009.jpg,1.07,0.51,0.43,0.66,0.07,0.37,0.72,0.35,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/4383802_1932-03-18_1969.jpg,1.07,0.51,0.43,0.66,0.07,0.37,0.72,0.35,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/44016002_1984-09-11_2015.jpg,0.99,0.51,0.43,0.65,0.06,0.41,0.62,0.37,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/44195402_1949-06-09_2014.jpg,0.87,0.43,0.37,0.87,0.07,0.52,0.51,0.39,6
/Users/jishavarun/Documents/Python/CS256/wiki/02/44458702_1998-01-22_2015.jpg,0.85,0.35,0.41,0.74,0.08,0.40,0.74,0.36,1
/Users/jishavarun/Documents/Python/CS256/wiki/02/45165502_1963-11-14_2014.jpg,0.85,0.35,0.41,0.74,0.08,0.40,0.74,0.36,5
/Users/jishavarun/Documents/Python/CS256/wiki/02/4539602_1977-04-26_2010.jpg,0.87,0.43,0.43,0.67,0.07,0.49,0.58,0.43,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/45430702_1998-11-02_2015.jpg,0.96,0.53,0.44,0.64,0.08,0.47,0.70,0.44,1
/Users/jishavarun/Documents/Python/CS256/wiki/02/45589602_2000-08-20_2015.jpg,0.96,0.44,0.42,0.69,0.14,0.34,0.72,0.29,1
/Users/jishavarun/Documents/Python/CS256/wiki/02/45589602_2000-08-20_2015.jpg,0.87,0.36,0.38,0.81,0.08,0.36,0.61,0.31,1
/Users/jishavarun/Documents/Python/CS256/wiki/02/4571302_1951-07-15_2007.jpg,0.91,0.39,0.44,0.65,0.06,0.44,0.72,0.39,5
/Users/jishavarun/Documents/Python/CS256/wiki/02/4582202_1983-02-15_2007.jpg,0.93,0.55,0.46,0.59,0.10,0.47,0.61,0.43,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/46229502_1986-03-20_2015.jpg,0.93,0.55,0.46,0.59,0.10,0.47,0.61,0.43,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/4632302_1928-07-16_1984.jpg,0.94,0.38,0.42,0.69,0.08,0.47,0.68,0.38,5
/Users/jishavarun/Documents/Python/CS256/wiki/02/46402_1951-02-15_2009.jpg,0.99,0.45,0.44,0.64,0.08,0.38,0.91,0.48,5
/Users/jishavarun/Documents/Python/CS256/wiki/02/4643802_1985-01-28_2009.jpg,0.98,0.38,0.44,0.64,0.10,0.35,0.76,0.29,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/47314202_1934-08-21_1966.jpg,0.93,0.44,0.45,0.62,0.06,0.44,0.73,0.35,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/4776402_1982-05-29_2010.jpg,0.93,0.44,0.45,0.62,0.06,0.44,0.73,0.35,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/4862102_1958-03-30_1992.jpg,0.92,0.33,0.46,0.59,0.07,0.39,0.71,0.38,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/4882902_1984-01-31_2010.jpg,0.88,0.41,0.44,0.63,0.07,0.39,0.58,0.42,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/4911802_1956-12-23_2013.jpg,0.93,0.50,0.46,0.59,0.06,0.52,0.86,0.36,5
/Users/jishavarun/Documents/Python/CS256/wiki/02/4945702_1984-07-03_2010.jpg,0.93,0.50,0.46,0.59,0.06,0.52,0.86,0.36,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/501402_1943-01-14_2004.jpg,0.88,0.51,0.44,0.63,0.06,0.47,0.80,0.44,6
/Users/jishavarun/Documents/Python/CS256/wiki/02/5181502_1978-05-14_2014.jpg,0.88,0.51,0.44,0.63,0.06,0.47,0.80,0.44,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/526702_1954-04-08_2008.jpg,0.88,0.51,0.44,0.63,0.06,0.47,0.80,0.44,5
/Users/jishavarun/Documents/Python/CS256/wiki/02/5406902_1976-07-02_2008.jpg,0.98,0.47,0.43,0.68,0.08,0.42,0.67,0.33,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/5435302_1970-01-29_1989.jpg,0.83,0.42,0.43,0.67,0.06,0.49,0.72,0.50,1
/Users/jishavarun/Documents/Python/CS256/wiki/02/5435302_1970-01-29_1989.jpg,0.83,0.42,0.43,0.67,0.06,0.49,0.72,0.50,1
/Users/jishavarun/Documents/Python/CS256/wiki/02/5436802_1931-05-16_1975.jpg,0.83,0.42,0.43,0.67,0.06,0.49,0.72,0.50,4
/Users/jishavarun/Documents/Python/CS256/wiki/02/553902_1950-06-11_2013.jpg,0.83,0.42,0.43,0.67,0.06,0.49,0.72,0.50,6
/Users/jishavarun/Documents/Python/CS256/wiki/02/5550302_1984-03-19_2010.jpg,0.98,0.45,0.43,0.67,0.10,0.36,0.71,0.31,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/558902_1931-06-15_1997.jpg,0.83,0.32,0.43,0.67,0.07,0.50,0.53,0.42,6
/Users/jishavarun/Documents/Python/CS256/wiki/02/5678302_1966-02-19_2012.jpg,0.86,0.49,0.42,0.70,0.05,0.55,0.46,0.44,4
/Users/jishavarun/Documents/Python/CS256/wiki/02/5761602_1966-12-30_2009.jpg,0.93,0.50,0.44,0.64,0.07,0.49,0.69,0.48,4
/Users/jishavarun/Documents/Python/CS256/wiki/02/576302_1942-02-24_1967.jpg,0.99,0.43,0.41,0.72,0.05,0.50,0.60,0.54,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/5788802_1969-01-14_2005.jpg,0.99,0.43,0.41,0.72,0.05,0.50,0.60,0.54,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/5816902_1916-10-04_1961.jpg,0.91,0.44,0.43,0.67,0.08,0.49,0.56,0.47,4
/Users/jishavarun/Documents/Python/CS256/wiki/02/5913502_1936-11-16_2004.jpg,0.87,0.49,0.46,0.59,0.04,0.55,0.59,0.44,6
/Users/jishavarun/Documents/Python/CS256/wiki/02/5959602_1978-06-10_2009.jpg,0.87,0.33,0.47,0.57,0.05,0.47,0.69,0.49,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/6001202_1971-04-17_2014.jpg,0.95,0.31,0.38,0.82,0.11,0.39,0.61,0.43,4
/Users/jishavarun/Documents/Python/CS256/wiki/02/603202_1954-07-22_2006.jpg,0.89,0.38,0.47,0.55,0.05,0.41,0.44,0.38,5
/Users/jishavarun/Documents/Python/CS256/wiki/02/605202_1971-03-31_1997.jpg,0.98,0.49,0.39,0.77,0.09,0.41,0.78,0.34,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/607502_1932-01-24_1990.jpg,0.97,0.37,0.46,0.59,0.06,0.42,0.61,0.44,5
/Users/jishavarun/Documents/Python/CS256/wiki/02/6199202_1933-09-29_1962.jpg,0.87,0.44,0.42,0.69,0.07,0.51,0.64,0.39,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/6257702_1975-02-28_2013.jpg,0.78,0.47,0.43,0.67,0.06,0.52,0.51,0.32,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/630402_1946-12-27_2006.jpg,0.78,0.47,0.43,0.67,0.06,0.52,0.51,0.32,5
/Users/jishavarun/Documents/Python/CS256/wiki/02/6391602_1957-07-11_2011.jpg,0.78,0.47,0.43,0.67,0.06,0.52,0.51,0.32,5
/Users/jishavarun/Documents/Python/CS256/wiki/02/644602_1948-06-02_2007.jpg,0.86,0.42,0.45,0.61,0.06,0.43,0.66,0.42,5
/Users/jishavarun/Documents/Python/CS256/wiki/02/645102_1925-09-01_1979.jpg,0.87,0.34,0.43,0.66,0.08,0.44,0.72,0.41,5
/Users/jishavarun/Documents/Python/CS256/wiki/02/645102_1925-09-01_1979.jpg,0.87,0.34,0.43,0.66,0.08,0.44,0.72,0.41,5
/Users/jishavarun/Documents/Python/CS256/wiki/02/6514102_1985-02-05_2009.jpg,0.87,0.34,0.43,0.66,0.08,0.44,0.72,0.41,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/652402_1969-01-18_2014.jpg,0.98,0.49,0.45,0.61,0.08,0.48,0.46,0.36,4
/Users/jishavarun/Documents/Python/CS256/wiki/02/657902_1981-09-26_2008.jpg,0.86,0.47,0.40,0.77,0.07,0.52,0.55,0.48,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/66002_1973-02-16_2008.jpg,0.91,0.40,0.42,0.69,0.07,0.54,0.70,0.55,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/663102_1959-12-08_2014.jpg,0.84,0.41,0.40,0.76,0.06,0.55,0.55,0.44,5
/Users/jishavarun/Documents/Python/CS256/wiki/02/6631702_1946-04-22_2007.jpg,0.80,0.28,0.42,0.71,0.08,0.51,0.49,0.44,6
/Users/jishavarun/Documents/Python/CS256/wiki/02/663402_1971-09-21_2009.jpg,0.99,0.39,0.41,0.71,0.07,0.43,0.64,0.47,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/6682102_1982-06-11_2013.jpg,0.87,0.43,0.44,0.64,0.09,0.39,0.52,0.33,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/6748002_1946-11-12_2010.jpg,0.90,0.46,0.44,0.63,0.09,0.49,0.53,0.37,6
/Users/jishavarun/Documents/Python/CS256/wiki/02/6792702_1985-09-07_2013.jpg,1.02,0.50,0.41,0.72,0.08,0.39,0.56,0.32,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/690102_1970-12-27_2007.jpg,0.95,0.46,0.37,0.84,0.09,0.47,0.70,0.48,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/6909102_1944-12-17_2010.jpg,0.88,0.39,0.44,0.65,0.10,0.41,0.48,0.36,6
/Users/jishavarun/Documents/Python/CS256/wiki/02/6909102_1944-12-17_2010.jpg,1.11,0.55,0.44,0.64,0.07,0.41,0.69,0.40,6
/Users/jishavarun/Documents/Python/CS256/wiki/02/714202_1971-11-05_2006.jpg,0.93,0.47,0.41,0.71,0.07,0.47,0.67,0.42,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/7258902_1912-02-24_1969.jpg,0.93,0.41,0.46,0.60,0.08,0.44,0.49,0.39,5
/Users/jishavarun/Documents/Python/CS256/wiki/02/733002_1958-11-16_2008.jpg,0.93,0.37,0.46,0.59,0.09,0.39,0.60,0.35,4
/Users/jishavarun/Documents/Python/CS256/wiki/02/733802_1957-01-15_1991.jpg,0.93,0.37,0.46,0.59,0.09,0.39,0.60,0.35,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/742802_1913-04-12_2012.jpg,0.93,0.37,0.46,0.59,0.09,0.39,0.60,0.35,8
/Users/jishavarun/Documents/Python/CS256/wiki/02/7525402_1945-01-16_1978.jpg,0.96,0.47,0.41,0.71,0.07,0.47,0.59,0.38,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/7525402_1945-01-16_1978.jpg,0.96,0.47,0.41,0.71,0.07,0.47,0.59,0.38,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/7897802_1985-12-14_2009.jpg,0.90,0.49,0.46,0.59,0.08,0.52,0.76,0.37,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/804202_1972-10-27_2005.jpg,0.90,0.49,0.46,0.59,0.08,0.52,0.76,0.37,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/804602_1928-04-23_1944.jpg,0.87,0.45,0.42,0.69,0.08,0.41,0.58,0.33,1
/Users/jishavarun/Documents/Python/CS256/wiki/02/8047702_1970-11-23_1997.jpg,0.89,0.37,0.45,0.61,0.09,0.34,0.17,0.28,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/8111102_1946-03-30_2008.jpg,0.89,0.37,0.45,0.61,0.09,0.34,0.17,0.28,6
/Users/jishavarun/Documents/Python/CS256/wiki/02/8171402_1971-09-24_2011.jpg,0.87,0.38,0.42,0.68,0.07,0.55,0.67,0.43,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/8239402_1985-12-08_2011.jpg,0.78,0.30,0.41,0.72,0.08,0.47,0.71,0.48,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/8239402_1985-12-08_2011.jpg,0.86,0.35,0.44,0.64,0.07,0.49,0.70,0.48,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/8266002_1984-10-07_2012.jpg,0.86,0.35,0.44,0.64,0.07,0.49,0.70,0.48,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/8347302_1922-12-27_2010.jpg,1.00,0.48,0.44,0.63,0.08,0.43,0.55,0.37,8
/Users/jishavarun/Documents/Python/CS256/wiki/02/8501202_1961-11-26_2011.jpg,0.90,0.38,0.42,0.69,0.05,0.46,0.60,0.40,4
/Users/jishavarun/Documents/Python/CS256/wiki/02/852502_1970-01-06_2009.jpg,0.91,0.51,0.46,0.59,0.04,0.51,0.74,0.46,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/852502_1970-01-06_2009.jpg,0.89,0.49,0.42,0.69,0.08,0.52,0.59,0.43,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/8629002_1976-07-01_2008.jpg,1.01,0.52,0.43,0.67,0.06,0.55,0.79,0.41,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/86402_1943-01-28_2013.jpg,0.91,0.47,0.46,0.59,0.06,0.54,0.78,0.46,6
/Users/jishavarun/Documents/Python/CS256/wiki/02/869402_1966-03-03_2007.jpg,0.82,0.51,0.42,0.69,0.04,0.65,0.92,0.37,4
/Users/jishavarun/Documents/Python/CS256/wiki/02/8712302_1975-01-29_2011.jpg,0.82,0.51,0.42,0.69,0.04,0.65,0.92,0.37,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/8739002_1983-07-15_2015.jpg,0.82,0.51,0.42,0.69,0.04,0.65,0.92,0.37,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/8781702_1874-09-17_1950.jpg,0.93,0.48,0.43,0.68,0.08,0.45,0.55,0.38,7
/Users/jishavarun/Documents/Python/CS256/wiki/02/8781702_1874-09-17_1950.jpg,0.83,0.41,0.40,0.74,0.06,0.39,0.60,0.38,7
/Users/jishavarun/Documents/Python/CS256/wiki/02/8781702_1874-09-17_1950.jpg,0.83,0.41,0.40,0.74,0.06,0.39,0.60,0.38,7
/Users/jishavarun/Documents/Python/CS256/wiki/02/8790002_1983-08-23_2006.jpg,0.83,0.41,0.40,0.74,0.06,0.39,0.60,0.38,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/8839502_1987-06-11_2014.jpg,0.91,0.46,0.43,0.67,0.08,0.51,0.62,0.42,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/9055602_1989-06-11_2011.jpg,0.88,0.33,0.39,0.79,0.07,0.48,0.65,0.45,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/9164002_1989-01-22_2009.jpg,1.04,0.55,0.47,0.57,0.08,0.44,0.58,0.37,1
/Users/jishavarun/Documents/Python/CS256/wiki/02/9164002_1989-01-22_2009.jpg,0.96,0.41,0.42,0.70,0.07,0.41,0.60,0.36,1
/Users/jishavarun/Documents/Python/CS256/wiki/02/922702_1966-01-08_1989.jpg,0.93,0.51,0.43,0.65,0.07,0.46,0.72,0.38,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/922702_1966-01-08_1989.jpg,0.93,0.51,0.43,0.65,0.07,0.46,0.72,0.38,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/922702_1966-01-08_1989.jpg,0.93,0.51,0.43,0.65,0.07,0.46,0.72,0.38,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/930402_1970-04-25_2008.jpg,0.90,0.43,0.41,0.73,0.08,0.45,0.64,0.40,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/934602_1913-05-27_1940.jpg,0.88,0.35,0.42,0.68,0.06,0.39,0.45,0.38,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/934602_1913-05-27_1940.jpg,0.92,0.41,0.46,0.59,0.05,0.44,0.71,0.36,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/934602_1913-05-27_1940.jpg,0.94,0.48,0.41,0.73,0.07,0.45,0.57,0.42,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/934602_1913-05-27_1940.jpg,0.91,0.47,0.42,0.68,0.06,0.54,0.58,0.53,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/934602_1913-05-27_1940.jpg,0.88,0.42,0.39,0.78,0.11,0.47,0.40,0.47,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/934602_1913-05-27_1940.jpg,0.92,0.44,0.42,0.68,0.07,0.40,0.49,0.37,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/934602_1913-05-27_1940.jpg,0.79,0.36,0.42,0.70,0.03,0.56,0.55,0.52,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/939802_1939-07-06_2008.jpg,0.89,0.41,0.47,0.58,0.05,0.56,0.71,0.56,6
/Users/jishavarun/Documents/Python/CS256/wiki/02/9557502_1944-03-09_2011.jpg,1.05,0.41,0.37,0.85,0.06,0.43,0.53,0.41,6
/Users/jishavarun/Documents/Python/CS256/wiki/02/958202_1958-09-22_2007.jpg,0.80,0.38,0.45,0.61,0.06,0.57,0.58,0.40,4
/Users/jishavarun/Documents/Python/CS256/wiki/02/991202_1976-04-01_2015.jpg,0.95,0.49,0.42,0.69,0.07,0.56,0.66,0.43,3
/Users/jishavarun/Documents/Python/CS256/wiki/02/9975102_1964-09-12_2013.jpg,0.85,0.33,0.43,0.67,0.07,0.46,0.42,0.31,4
/Users/jishavarun/Documents/Python/CS256/wiki/02/999202_1978-09-15_2006.jpg,0.85,0.33,0.43,0.67,0.07,0.46,0.42,0.31,2
/Users/jishavarun/Documents/Python/CS256/wiki/02/9994102_1992-03-13_2013.jpg,0.90,0.38,0.37,0.86,0.08,0.39,0.66,0.35,2
/Users/jishavarun/Documents/Python/CS256/wiki/03/10064003_1986-01-04_2009.jpg,0.83,0.40,0.42,0.68,0.04,0.58,0.63,0.48,2
/Users/jishavarun/Documents/Python/CS256/wiki/03/1038803_1982-06-24_2015.jpg,0.94,0.45,0.40,0.77,0.07,0.50,0.53,0.39,3
/Users/jishavarun/Documents/Python/CS256/wiki/03/1057603_1916-01-24_1958.jpg,0.90,0.46,0.39,0.80,0.09,0.38,0.47,0.37,4
/Users/jishavarun/Documents/Python/CS256/wiki/03/10751203_1952-06-28_2008.jpg,0.88,0.40,0.40,0.76,0.06,0.54,0.53,0.46,5
/Users/jishavarun/Documents/Python/CS256/wiki/03/10791003_1930-06-26_1961.jpg,0.92,0.39,0.43,0.67,0.07,0.43,0.62,0.33,3
/Users/jishavarun/Documents/Python/CS256/wiki/03/10791303_1953-04-01_1979.jpg,0.93,0.55,0.43,0.67,0.05,0.56,0.62,0.48,2
/Users/jishavarun/Documents/Python/CS256/wiki/03/10791303_1953-04-01_1979.jpg,1.02,0.56,0.45,0.62,0.05,0.52,0.72,0.52,2
/Users/jishavarun/Documents/Python/CS256/wiki/03/10858903_1942-05-07_2011.jpg,0.97,0.47,0.46,0.60,0.08,0.48,0.60,0.35,6
/Users/jishavarun/Documents/Python/CS256/wiki/03/10922103_1974-10-28_2009.jpg,0.93,0.48,0.41,0.72,0.07,0.45,0.65,0.35,3
/Users/jishavarun/Documents/Python/CS256/wiki/03/1094203_1921-09-16_2006.jpg,0.91,0.40,0.45,0.62,0.05,0.50,0.59,0.48,8
/Users/jishavarun/Documents/Python/CS256/wiki/03/1106803_1949-07-29_2006.jpg,0.96,0.37,0.41,0.73,0.10,0.38,0.67,0.40,5
/Users/jishavarun/Documents/Python/CS256/wiki/03/1110103_1956-06-30_2009.jpg,0.96,0.37,0.41,0.73,0.10,0.38,0.67,0.40,5
/Users/jishavarun/Documents/Python/CS256/wiki/03/11157003_1934-06-06_2005.jpg,0.91,0.55,0.44,0.63,0.05,0.44,0.61,0.28,7
/Users/jishavarun/Documents/Python/CS256/wiki/03/11157203_1989-01-06_2006.jpg,0.88,0.44,0.45,0.61,0.04,0.49,0.46,0.38,1
/Users/jishavarun/Documents/Python/CS256/wiki/03/1122303_1977-05-03_2011.jpg,0.85,0.36,0.43,0.66,0.07,0.46,0.56,0.41,3
/Users/jishavarun/Documents/Python/CS256/wiki/03/1122303_1977-05-03_2011.jpg,0.85,0.36,0.43,0.66,0.07,0.46,0.56,0.41,3
/Users/jishavarun/Documents/Python/CS256/wiki/03/1142203_1949-03-03_2008.jpg,0.93,0.41,0.43,0.67,0.07,0.53,0.73,0.51,5
/Users/jishavarun/Documents/Python/CS256/wiki/03/11589703_1984-09-09_2013.jpg,0.91,0.46,0.42,0.68,0.07,0.48,0.71,0.34,2
/Users/jishavarun/Documents/Python/CS256/wiki/03/1172503_1981-08-12_2013.jpg,0.94,0.45,0.43,0.67,0.08,0.54,0.56,0.37,3
/Users/jishavarun/Documents/Python/CS256/wiki/03/11784203_1981-03-03_2013.jpg,0.99,0.38,0.40,0.76,0.10,0.31,0.60,0.29,3
/Users/jishavarun/Documents/Python/CS256/wiki/03/11978803_1982-04-07_2012.jpg,0.91,0.39,0.42,0.70,0.08,0.46,0.62,0.38,2
/Users/jishavarun/Documents/Python/CS256/wiki/03/12024103_1984-07-23_2009.jpg,0.91,0.39,0.42,0.70,0.08,0.46,0.62,0.38,2
/Users/jishavarun/Documents/Python/CS256/wiki/03/12038403_1959-12-24_2006.jpg,0.90,0.49,0.44,0.64,0.06,0.40,0.51,0.35,4
/Users/jishavarun/Documents/Python/CS256/wiki/03/1225403_1972-09-23_2007.jpg,0.86,0.37,0.44,0.65,0.08,0.40,0.60,0.38,3
/Users/jishavarun/Documents/Python/CS256/wiki/03/12523103_1975-06-02_2007.jpg,0.91,0.41,0.48,0.54,0.05,0.47,0.74,0.38,3
/Users/jishavarun/Documents/Python/CS256/wiki/03/12871003_1888-03-20_1951.jpg,0.84,0.44,0.42,0.70,0.07,0.47,0.51,0.35,6
/Users/jishavarun/Documents/Python/CS256/wiki/03/12871003_1888-03-20_1951.jpg,0.73,0.33,0.40,0.76,0.10,0.49,0.67,0.34,6
/Users/jishavarun/Documents/Python/CS256/wiki/03/12871003_1888-03-20_1951.jpg,0.73,0.33,0.40,0.76,0.10,0.49,0.67,0.34,6
/Users/jishavarun/Documents/Python/CS256/wiki/03/12955503_1978-02-28_2013.jpg,0.92,0.52,0.42,0.70,0.06,0.50,0.71,0.46,3
/Users/jishavarun/Documents/Python/CS256/wiki/03/1307603_1945-06-03_1986.jpg,0.95,0.51,0.45,0.60,0.06,0.46,0.69,0.35,4
/Users/jishavarun/Documents/Python/CS256/wiki/03/1316903_1977-06-11_2010.jpg,0.95,0.51,0.45,0.60,0.06,0.46,0.69,0.35,3
/Users/jishavarun/Documents/Python/CS256/wiki/03/13181303_1944-01-11_1971.jpg,0.94,0.41,0.40,0.75,0.06,0.51,0.60,0.45,2
/Users/jishavarun/Documents/Python/CS256/wiki/03/13216503_1982-09-09_2011.jpg,0.84,0.37,0.42,0.68,0.09,0.41,0.77,0.30,2
/Users/jishavarun/Documents/Python/CS256/wiki/03/1324703_1970-11-23_2012.jpg,0.93,0.45,0.44,0.63,0.07,0.47,0.60,0.38,4
/Users/jishavarun/Documents/Python/CS256/wiki/03/13555003_1946-04-24_2010.jpg,0.91,0.32,0.44,0.64,0.07,0.39,0.48,0.35,6
/Users/jishavarun/Documents/Python/CS256/wiki/03/13600203_1958-06-30_1979.jpg,0.90,0.41,0.41,0.72,0.06,0.39,0.86,0.43,2
/Users/jishavarun/Documents/Python/CS256/wiki/03/1363403_1939-08-31_1957.jpg,0.81,0.40,0.46,0.58,0.05,0.52,0.51,0.47,1
/Users/jishavarun/Documents/Python/CS256/wiki/03/1363403_1939-08-31_1957.jpg,0.89,0.38,0.41,0.72,0.08,0.48,0.53,0.48,1
/Users/jishavarun/Documents/Python/CS256/wiki/03/1363403_1939-08-31_1957.jpg,0.96,0.53,0.39,0.79,0.07,0.47,0.74,0.50,1
/Users/jishavarun/Documents/Python/CS256/wiki/03/13635603_1986-02-12_2009.jpg,0.91,0.47,0.43,0.66,0.05,0.43,0.58,0.41,2
/Users/jishavarun/Documents/Python/CS256/wiki/03/13635603_1986-02-12_2009.jpg,0.91,0.47,0.43,0.66,0.05,0.43,0.58,0.41,2
