Image,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,age_class
28686906_1915-02-06_2013.jpg,0.43,0.44,0.47,0.25,0.41,0.39,0.43,0.46,0.46,0.24,0.41,0.40,0.45,0.46,0.48,0.30,0.43,0.41,0.45,0.48,0.47,0.30,0.43,0.42,8
28824806_1991-01-25_2012.jpg,0.49,0.49,0.49,0.38,0.48,0.48,0.50,0.50,0.51,0.39,0.48,0.48,0.49,0.49,0.49,0.42,0.49,0.49,0.50,0.50,0.51,0.42,0.49,0.49,2
28976106_1954-08-09_2007.jpg,0.43,0.47,0.46,0.22,0.41,0.41,0.47,0.48,0.49,0.24,0.42,0.40,0.45,0.48,0.47,0.28,0.43,0.43,0.48,0.48,0.49,0.28,0.44,0.42,5
29025306_1955-10-06_2009.jpg,0.50,0.48,0.50,0.41,0.49,0.49,0.49,0.51,0.50,0.40,0.49,0.48,0.50,0.49,0.50,0.49,0.50,0.50,0.50,0.51,0.50,0.49,0.50,0.50,5
29081106_1914-08-21_1943.jpg,0.50,0.51,0.50,0.43,0.49,0.49,0.50,0.50,0.50,0.42,0.49,0.49,0.50,0.51,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.47,0.50,0.49,2
293306_1972-04-15_2013.jpg,0.48,0.47,0.49,0.30,0.43,0.44,0.47,0.48,0.49,0.29,0.44,0.44,0.49,0.48,0.49,0.39,0.46,0.47,0.48,0.48,0.49,0.38,0.47,0.47,4
29362506_1976-06-27_2007.jpg,0.50,0.50,0.49,0.40,0.49,0.49,0.50,0.50,0.50,0.40,0.49,0.49,0.50,0.50,0.50,0.47,0.50,0.50,0.50,0.50,0.50,0.48,0.49,0.49,3
294306_1937-08-05_1983.jpg,0.50,0.49,0.50,0.39,0.48,0.49,0.50,0.50,0.50,0.37,0.49,0.48,0.50,0.49,0.50,0.43,0.49,0.49,0.50,0.50,0.50,0.42,0.50,0.49,4
29838306_1992-05-31_2015.jpg,0.48,0.50,0.49,0.46,0.49,0.49,0.50,0.50,0.49,0.45,0.49,0.50,0.49,0.50,0.49,0.53,0.50,0.50,0.50,0.51,0.50,0.52,0.50,0.51,2
30022306_1986-07-12_2012.jpg,0.50,0.49,0.49,0.39,0.49,0.47,0.50,0.51,0.50,0.39,0.49,0.49,0.50,0.49,0.49,0.45,0.50,0.48,0.50,0.52,0.50,0.45,0.50,0.50,2
301406_1946-07-19_2004.jpg,0.49,0.49,0.50,0.31,0.47,0.46,0.48,0.49,0.49,0.30,0.47,0.46,0.50,0.50,0.50,0.39,0.49,0.48,0.49,0.49,0.49,0.39,0.49,0.48,5
30169206_1953-03-23_1982.jpg,0.49,0.49,0.49,0.39,0.48,0.48,0.50,0.49,0.50,0.34,0.48,0.47,0.49,0.49,0.49,0.45,0.49,0.49,0.50,0.49,0.50,0.42,0.49,0.49,2
3024306_1960-01-06_2014.jpg,0.50,0.49,0.50,0.36,0.49,0.48,0.48,0.50,0.49,0.35,0.48,0.48,0.50,0.49,0.50,0.41,0.49,0.49,0.49,0.50,0.49,0.40,0.49,0.48,5
30284206_1980-06-07_2014.jpg,0.50,0.50,0.50,0.41,0.49,0.49,0.50,0.51,0.49,0.43,0.49,0.49,0.50,0.50,0.50,0.48,0.50,0.50,0.50,0.51,0.50,0.48,0.50,0.50,3
30440406_1989-06-24_2011.jpg,0.48,0.48,0.48,0.25,0.45,0.43,0.47,0.49,0.48,0.27,0.45,0.44,0.49,0.49,0.49,0.30,0.47,0.45,0.48,0.49,0.49,0.32,0.46,0.45,2
30732106_1985-01-21_1980.jpg,0.49,0.50,0.47,0.48,0.46,0.49,0.47,0.47,0.48,0.48,0.46,0.50,0.49,0.50,0.47,0.57,0.56,0.52,0.48,0.48,0.49,0.57,0.56,0.53,0
30750506_1986-01-02_2012.jpg,0.49,0.49,0.49,0.41,0.47,0.48,0.49,0.50,0.50,0.41,0.47,0.48,0.49,0.50,0.49,0.48,0.49,0.50,0.49,0.50,0.50,0.47,0.50,0.50,2
30871106_1961-12-08_2014.jpg,0.49,0.49,0.50,0.35,0.48,0.49,0.48,0.50,0.51,0.34,0.48,0.49,0.49,0.50,0.50,0.41,0.49,0.49,0.49,0.51,0.51,0.40,0.49,0.50,5
3094406_1969-02-17_2010.jpg,0.50,0.50,0.50,0.31,0.48,0.48,0.50,0.49,0.51,0.33,0.49,0.48,0.50,0.50,0.50,0.40,0.49,0.49,0.50,0.50,0.51,0.41,0.49,0.49,4
3104806_1947-04-25_2014.jpg,0.50,0.50,0.50,0.37,0.49,0.47,0.49,0.50,0.50,0.37,0.48,0.48,0.50,0.50,0.50,0.46,0.50,0.49,0.49,0.50,0.51,0.45,0.49,0.49,6
31053806_1991-03-19_2014.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
3112706_1982-02-22_2009.jpg,0.49,0.49,0.51,0.30,0.49,0.47,0.49,0.50,0.50,0.30,0.48,0.48,0.49,0.49,0.51,0.39,0.49,0.48,0.50,0.50,0.50,0.38,0.49,0.49,2
3114706_1986-05-14_2012.jpg,0.50,0.51,0.49,0.43,0.50,0.49,0.50,0.51,0.50,0.42,0.49,0.50,0.50,0.51,0.49,0.50,0.50,0.49,0.50,0.51,0.50,0.48,0.50,0.50,2
31216106_1988-04-18_1961.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0
31464206_1914-03-05_1966.jpg,0.50,0.50,0.49,0.39,0.49,0.48,0.49,0.49,0.50,0.40,0.49,0.49,0.51,0.51,0.50,0.52,0.50,0.50,0.50,0.49,0.50,0.52,0.50,0.51,5
31476806_1976-03-25_1997.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
31517006_1976-03-14_2012.jpg,0.47,0.50,0.48,0.20,0.45,0.44,0.46,0.48,0.50,0.22,0.45,0.45,0.48,0.50,0.48,0.27,0.47,0.46,0.47,0.49,0.50,0.28,0.46,0.47,3
31620406_1993-07-11_2013.jpg,0.49,0.50,0.50,0.39,0.49,0.48,0.50,0.49,0.50,0.37,0.48,0.47,0.50,0.50,0.51,0.48,0.50,0.50,0.51,0.49,0.50,0.47,0.49,0.49,1
31658206_1990-11-29_2011.jpg,0.49,0.49,0.49,0.31,0.48,0.47,0.49,0.49,0.48,0.33,0.47,0.47,0.50,0.51,0.50,0.43,0.50,0.50,0.51,0.51,0.50,0.44,0.50,0.50,2
3170406_1972-09-06_2004.jpg,0.49,0.50,0.50,0.27,0.48,0.48,0.49,0.49,0.49,0.25,0.48,0.47,0.49,0.50,0.50,0.33,0.49,0.49,0.49,0.49,0.49,0.32,0.49,0.48,3
31765906_1969-03-22_1997.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
31983606_1978-02-10_2012.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,3
31988406_1985-10-29_2013.jpg,0.49,0.49,0.49,0.37,0.48,0.49,0.50,0.50,0.50,0.37,0.48,0.47,0.49,0.50,0.49,0.45,0.49,0.50,0.50,0.50,0.50,0.45,0.49,0.49,2
320206_1942-02-20_2012.jpg,0.50,0.50,0.50,0.39,0.48,0.47,0.48,0.50,0.48,0.38,0.48,0.48,0.50,0.50,0.50,0.46,0.50,0.50,0.49,0.50,0.49,0.46,0.49,0.50,6
32056806_2000-06-01_2015.jpg,0.50,0.50,0.50,0.43,0.49,0.48,0.49,0.51,0.49,0.39,0.49,0.49,0.50,0.50,0.50,0.48,0.50,0.49,0.50,0.51,0.49,0.45,0.49,0.50,1
320706_1956-12-26_2008.jpg,0.48,0.50,0.50,0.27,0.48,0.46,0.49,0.49,0.49,0.30,0.48,0.45,0.49,0.50,0.50,0.35,0.49,0.47,0.49,0.50,0.50,0.37,0.49,0.47,5
32077706_1975-07-02_2010.jpg,0.50,0.49,0.51,0.37,0.48,0.48,0.49,0.49,0.49,0.38,0.47,0.47,0.50,0.49,0.51,0.42,0.48,0.49,0.49,0.49,0.49,0.43,0.48,0.48,3
3212306_1986-08-26_2012.jpg,0.49,0.50,0.50,0.25,0.49,0.47,0.49,0.48,0.50,0.24,0.48,0.47,0.49,0.50,0.50,0.37,0.49,0.48,0.49,0.48,0.50,0.35,0.49,0.48,2
3217006_1982-10-13_2008.jpg,0.49,0.50,0.49,0.33,0.42,0.45,0.49,0.49,0.49,0.33,0.43,0.45,0.50,0.50,0.50,0.40,0.46,0.47,0.49,0.50,0.49,0.40,0.46,0.47,2
32266506_1958-03-20_1991.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,3
32365606_1976-07-29_1999.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
3253406_1987-05-01_2011.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
3255806_1995-01-04_2007.jpg,0.48,0.49,0.49,0.26,0.46,0.45,0.49,0.50,0.49,0.30,0.46,0.46,0.49,0.49,0.49,0.36,0.48,0.47,0.49,0.50,0.49,0.38,0.48,0.48,1
32713806_1987-08-27_2011.jpg,0.48,0.50,0.50,0.33,0.48,0.48,0.49,0.48,0.51,0.29,0.48,0.48,0.49,0.51,0.50,0.39,0.49,0.48,0.49,0.48,0.51,0.35,0.48,0.48,2
327306_1920-01-12_1964.jpg,0.49,0.49,0.49,0.38,0.47,0.47,0.50,0.49,0.50,0.35,0.48,0.48,0.50,0.49,0.49,0.45,0.49,0.49,0.51,0.50,0.50,0.43,0.49,0.49,4
32738806_1988-12-30_2015.jpg,0.50,0.48,0.50,0.36,0.49,0.49,0.49,0.48,0.50,0.37,0.49,0.48,0.50,0.49,0.50,0.41,0.49,0.50,0.49,0.48,0.50,0.42,0.49,0.49,2
32739606_1985-08-19_1980.jpg,0.49,0.50,0.47,0.48,0.46,0.49,0.47,0.47,0.48,0.48,0.46,0.50,0.49,0.50,0.47,0.57,0.56,0.52,0.48,0.48,0.49,0.57,0.56,0.53,0
33043006_1934-01-24_2007.jpg,0.49,0.49,0.50,0.30,0.44,0.43,0.48,0.48,0.48,0.30,0.45,0.44,0.50,0.49,0.50,0.36,0.46,0.45,0.49,0.48,0.49,0.37,0.47,0.46,7
33150906_1982-12-20_2013.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,3
33153006_1964-02-03_2011.jpg,0.48,0.48,0.48,0.33,0.45,0.44,0.49,0.49,0.49,0.31,0.45,0.45,0.49,0.49,0.49,0.40,0.47,0.46,0.49,0.49,0.49,0.39,0.47,0.47,4
33190906_1990-08-08_2011.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
332306_1938-01-18_2004.jpg,0.49,0.51,0.49,0.39,0.49,0.47,0.49,0.50,0.49,0.38,0.49,0.48,0.50,0.51,0.50,0.47,0.50,0.49,0.49,0.50,0.50,0.47,0.50,0.50,6
33372306_1989-08-08_2011.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
33395706_1938-08-10_1967.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
33415006_1992-10-29_2010.jpg,0.47,0.48,0.49,0.31,0.45,0.44,0.48,0.49,0.48,0.30,0.47,0.45,0.48,0.49,0.50,0.36,0.47,0.46,0.48,0.50,0.49,0.34,0.48,0.47,1
33443906_1991-02-11_2012.jpg,0.49,0.49,0.49,0.35,0.47,0.47,0.49,0.52,0.50,0.35,0.47,0.47,0.50,0.50,0.50,0.48,0.50,0.50,0.49,0.52,0.50,0.47,0.49,0.49,2
335006_1911-10-13_1943.jpg,0.50,0.49,0.49,0.37,0.42,0.43,0.48,0.50,0.49,0.36,0.42,0.43,0.50,0.50,0.49,0.43,0.45,0.46,0.49,0.50,0.49,0.43,0.45,0.46,3
33525706_1997-03-19_2012.jpg,0.50,0.51,0.50,0.43,0.49,0.49,0.49,0.49,0.50,0.44,0.49,0.49,0.50,0.51,0.50,0.49,0.50,0.50,0.50,0.49,0.50,0.49,0.50,0.50,1
33680906_1934-04-13_1960.jpg,0.50,0.51,0.50,0.38,0.49,0.48,0.49,0.48,0.49,0.40,0.49,0.48,0.50,0.51,0.50,0.44,0.49,0.49,0.50,0.49,0.49,0.45,0.49,0.49,2
33706106_1988-09-28_2011.jpg,0.49,0.49,0.49,0.37,0.47,0.47,0.48,0.50,0.50,0.39,0.47,0.47,0.49,0.49,0.49,0.41,0.48,0.48,0.49,0.50,0.50,0.42,0.48,0.49,2
33791506_1963-10-17_2011.jpg,0.50,0.49,0.49,0.41,0.47,0.48,0.50,0.49,0.50,0.40,0.47,0.47,0.50,0.49,0.49,0.45,0.48,0.49,0.50,0.49,0.50,0.45,0.48,0.48,4
34172606_1919-11-24_1966.jpg,0.49,0.49,0.49,0.41,0.48,0.48,0.50,0.50,0.50,0.39,0.48,0.48,0.50,0.49,0.49,0.45,0.49,0.49,0.51,0.50,0.50,0.44,0.49,0.49,4
3420806_1980-12-27_2014.jpg,0.49,0.49,0.50,0.31,0.49,0.49,0.51,0.46,0.50,0.30,0.49,0.48,0.50,0.49,0.51,0.37,0.49,0.50,0.51,0.46,0.50,0.37,0.49,0.49,3
342306_1968-06-01_2011.jpg,0.49,0.49,0.50,0.32,0.49,0.48,0.49,0.48,0.50,0.35,0.48,0.48,0.50,0.49,0.50,0.37,0.49,0.48,0.49,0.48,0.50,0.39,0.49,0.48,4
3427606_1951-02-10_1950.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0
34485306_1989-11-10_2014.jpg,0.49,0.49,0.49,0.43,0.49,0.49,0.49,0.50,0.50,0.43,0.49,0.49,0.50,0.49,0.49,0.46,0.50,0.50,0.50,0.51,0.50,0.47,0.50,0.50,2
3452206_1950-03-12_2007.jpg,0.49,0.49,0.50,0.31,0.47,0.46,0.48,0.49,0.49,0.32,0.47,0.47,0.49,0.49,0.50,0.41,0.48,0.48,0.49,0.49,0.50,0.42,0.49,0.49,5
34880306_1989-02-18_2011.jpg,0.49,0.50,0.50,0.44,0.49,0.49,0.50,0.49,0.50,0.44,0.49,0.49,0.50,0.50,0.51,0.49,0.49,0.50,0.50,0.49,0.50,0.50,0.50,0.50,2
3497106_1929-12-31_2012.jpg,0.45,0.47,0.48,0.16,0.41,0.40,0.45,0.47,0.48,0.16,0.43,0.39,0.47,0.47,0.48,0.22,0.43,0.42,0.46,0.48,0.49,0.22,0.45,0.42,8
34983906_1933-11-25_1963.jpg,0.50,0.49,0.50,0.41,0.49,0.49,0.50,0.50,0.50,0.42,0.50,0.50,0.50,0.49,0.50,0.45,0.49,0.49,0.50,0.50,0.50,0.45,0.50,0.50,2
35077106_1988-12-31_2015.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
3515606_1956-11-30_2012.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,5
3521306_1990-09-25_2014.jpg,0.47,0.47,0.48,0.32,0.45,0.43,0.49,0.48,0.49,0.32,0.44,0.42,0.48,0.48,0.49,0.36,0.46,0.45,0.49,0.48,0.49,0.37,0.45,0.44,2
3531806_1963-08-08_2012.jpg,0.49,0.51,0.49,0.25,0.48,0.47,0.49,0.51,0.49,0.28,0.48,0.48,0.50,0.51,0.50,0.31,0.49,0.48,0.50,0.51,0.49,0.34,0.49,0.49,4
3533406_1986-03-30_2010.jpg,0.47,0.48,0.49,0.30,0.46,0.46,0.48,0.50,0.50,0.29,0.46,0.45,0.48,0.48,0.50,0.37,0.47,0.48,0.48,0.50,0.50,0.36,0.47,0.47,2
35509606_1992-06-24_2014.jpg,0.49,0.49,0.49,0.39,0.48,0.48,0.50,0.50,0.49,0.39,0.47,0.48,0.50,0.49,0.49,0.46,0.49,0.49,0.50,0.50,0.49,0.47,0.50,0.49,2
3554406_1923-12-28_1962.jpg,0.50,0.49,0.50,0.41,0.49,0.49,0.51,0.50,0.50,0.42,0.49,0.49,0.50,0.49,0.51,0.45,0.49,0.49,0.51,0.50,0.50,0.46,0.50,0.49,3
35572606_1958-08-26_2009.jpg,0.49,0.51,0.49,0.37,0.47,0.47,0.48,0.48,0.49,0.37,0.47,0.47,0.49,0.51,0.49,0.44,0.49,0.49,0.49,0.49,0.50,0.44,0.48,0.49,5
35689806_1991-06-27_2014.jpg,0.50,0.50,0.49,0.39,0.49,0.48,0.49,0.50,0.50,0.40,0.50,0.49,0.50,0.50,0.49,0.44,0.50,0.49,0.49,0.50,0.50,0.45,0.50,0.49,2
357806_1910-06-03_1940.jpg,0.50,0.50,0.49,0.45,0.49,0.49,0.50,0.49,0.51,0.44,0.49,0.49,0.50,0.50,0.49,0.49,0.50,0.50,0.50,0.50,0.51,0.47,0.49,0.50,2
35870306_1993-04-02_2012.jpg,0.50,0.48,0.50,0.40,0.48,0.48,0.50,0.49,0.50,0.40,0.48,0.48,0.50,0.49,0.50,0.45,0.49,0.49,0.50,0.49,0.50,0.45,0.49,0.49,1
3596106_1985-04-07_2008.jpg,0.49,0.49,0.50,0.39,0.48,0.49,0.49,0.49,0.51,0.40,0.48,0.48,0.49,0.49,0.50,0.44,0.49,0.49,0.50,0.50,0.51,0.45,0.49,0.49,2
35985006_1940-10-16_2006.jpg,0.50,0.50,0.49,0.44,0.48,0.47,0.50,0.50,0.49,0.43,0.48,0.48,0.50,0.50,0.50,0.52,0.50,0.49,0.50,0.50,0.50,0.52,0.50,0.50,6
36089506_1982-12-08_2012.jpg,0.49,0.49,0.49,0.30,0.46,0.46,0.48,0.48,0.49,0.29,0.47,0.45,0.49,0.49,0.49,0.36,0.47,0.48,0.49,0.48,0.50,0.36,0.48,0.47,2
36180306_1995-02-18_2015.jpg,0.49,0.48,0.49,0.38,0.48,0.48,0.49,0.49,0.50,0.37,0.48,0.48,0.50,0.49,0.49,0.44,0.49,0.49,0.50,0.49,0.50,0.44,0.49,0.49,1
36306906_1947-07-17_1971.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
3633306_1956-06-27_2007.jpg,0.48,0.49,0.48,0.33,0.47,0.46,0.49,0.50,0.49,0.32,0.46,0.46,0.49,0.50,0.49,0.39,0.48,0.48,0.49,0.50,0.50,0.39,0.47,0.48,5
36335906_1986-01-31_2013.jpg,0.50,0.50,0.49,0.41,0.49,0.48,0.49,0.49,0.49,0.41,0.49,0.49,0.50,0.50,0.50,0.46,0.50,0.49,0.49,0.49,0.49,0.46,0.49,0.49,2
36449906_1991-06-16_2013.jpg,0.48,0.49,0.49,0.32,0.48,0.48,0.50,0.49,0.49,0.32,0.48,0.48,0.48,0.49,0.49,0.38,0.48,0.49,0.50,0.49,0.49,0.37,0.49,0.48,2
364506_1939-10-06_2011.jpg,0.49,0.51,0.49,0.30,0.47,0.46,0.49,0.49,0.50,0.32,0.47,0.47,0.50,0.51,0.50,0.36,0.48,0.48,0.49,0.49,0.50,0.38,0.48,0.48,7
36484806_1984-03-26_2010.jpg,0.49,0.50,0.50,0.38,0.49,0.49,0.50,0.50,0.50,0.37,0.49,0.49,0.50,0.50,0.50,0.45,0.50,0.50,0.51,0.51,0.51,0.44,0.49,0.50,2
36506006_1978-08-22_2010.jpg,0.49,0.50,0.50,0.32,0.48,0.48,0.51,0.50,0.49,0.31,0.49,0.48,0.50,0.50,0.50,0.41,0.49,0.48,0.51,0.50,0.49,0.41,0.49,0.49,3
36509906_1919-12-07_1945.jpg,0.49,0.49,0.49,0.38,0.48,0.48,0.49,0.50,0.49,0.37,0.48,0.48,0.50,0.50,0.50,0.43,0.49,0.49,0.49,0.50,0.49,0.43,0.49,0.49,2
36558206_1984-03-16_2014.jpg,0.47,0.48,0.49,0.29,0.46,0.44,0.49,0.48,0.49,0.28,0.45,0.45,0.48,0.48,0.50,0.34,0.47,0.46,0.49,0.48,0.50,0.33,0.47,0.47,2
36569906_1977-05-08_2013.jpg,0.49,0.50,0.50,0.38,0.49,0.48,0.49,0.49,0.50,0.39,0.49,0.48,0.50,0.50,0.50,0.43,0.50,0.49,0.50,0.49,0.50,0.44,0.49,0.49,3
36608606_1983-05-19_2010.jpg,0.50,0.49,0.50,0.39,0.49,0.48,0.49,0.50,0.49,0.38,0.47,0.48,0.50,0.50,0.50,0.43,0.49,0.49,0.50,0.50,0.49,0.43,0.48,0.49,2
36701506_1985-03-21_2012.jpg,0.49,0.50,0.50,0.38,0.49,0.48,0.50,0.49,0.49,0.39,0.49,0.49,0.50,0.50,0.50,0.44,0.50,0.49,0.50,0.49,0.49,0.45,0.50,0.50,2
36702306_1979-01-16_2012.jpg,0.49,0.50,0.49,0.39,0.49,0.49,0.50,0.49,0.50,0.39,0.50,0.49,0.49,0.50,0.49,0.44,0.49,0.50,0.50,0.49,0.50,0.45,0.50,0.49,3
36745806_1986-10-02_2015.jpg,0.50,0.50,0.50,0.42,0.49,0.49,0.50,0.50,0.50,0.42,0.50,0.49,0.51,0.50,0.50,0.47,0.50,0.50,0.50,0.50,0.51,0.48,0.50,0.49,2
36749706_1984-03-17_2013.jpg,0.50,0.49,0.50,0.42,0.49,0.48,0.49,0.49,0.51,0.40,0.49,0.48,0.50,0.50,0.50,0.47,0.50,0.49,0.49,0.49,0.51,0.46,0.50,0.49,2
3675206_1980-04-29_2009.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
36787906_1923-09-07_2004.jpg,0.50,0.49,0.50,0.34,0.49,0.48,0.49,0.50,0.49,0.35,0.49,0.48,0.50,0.49,0.50,0.39,0.49,0.49,0.49,0.50,0.50,0.40,0.49,0.49,8
36943906_1938-11-08_1979.jpg,0.49,0.50,0.50,0.38,0.47,0.47,0.48,0.49,0.49,0.39,0.47,0.47,0.49,0.50,0.50,0.47,0.49,0.49,0.49,0.50,0.49,0.47,0.49,0.49,4
36948106_1990-02-19_2013.jpg,0.49,0.51,0.49,0.28,0.49,0.48,0.49,0.50,0.50,0.28,0.49,0.49,0.49,0.52,0.49,0.37,0.50,0.49,0.50,0.50,0.50,0.36,0.49,0.50,2
37035706_1990-07-23_2012.jpg,0.49,0.48,0.50,0.40,0.49,0.49,0.50,0.51,0.50,0.39,0.49,0.49,0.49,0.48,0.50,0.45,0.49,0.50,0.50,0.51,0.50,0.44,0.49,0.49,2
37051506_1925-07-13_1947.jpg,0.50,0.50,0.49,0.40,0.46,0.48,0.50,0.50,0.49,0.42,0.46,0.47,0.50,0.50,0.49,0.45,0.47,0.49,0.50,0.50,0.49,0.46,0.48,0.48,2
3705406_1983-03-27_2009.jpg,0.48,0.50,0.49,0.35,0.45,0.45,0.48,0.49,0.49,0.33,0.46,0.44,0.50,0.51,0.50,0.47,0.50,0.51,0.50,0.51,0.50,0.46,0.51,0.50,2
37110106_1986-02-11_2011.jpg,0.42,0.44,0.45,0.28,0.42,0.42,0.45,0.45,0.46,0.28,0.43,0.42,0.43,0.45,0.46,0.32,0.44,0.44,0.46,0.46,0.47,0.32,0.44,0.43,2
37277206_1987-01-24_2013.jpg,0.46,0.47,0.49,0.24,0.43,0.41,0.46,0.48,0.49,0.26,0.44,0.43,0.47,0.48,0.50,0.29,0.45,0.43,0.47,0.49,0.49,0.31,0.46,0.45,2
3732906_1988-05-02_2014.jpg,0.49,0.50,0.50,0.37,0.48,0.48,0.50,0.50,0.50,0.39,0.49,0.49,0.50,0.50,0.50,0.44,0.49,0.49,0.50,0.50,0.50,0.44,0.49,0.50,2
3736106_1971-05-13_2013.jpg,0.49,0.51,0.50,0.38,0.49,0.49,0.50,0.50,0.50,0.37,0.49,0.49,0.50,0.51,0.50,0.42,0.50,0.50,0.51,0.50,0.50,0.42,0.50,0.50,4
37361206_1990-01-19_2014.jpg,0.50,0.51,0.49,0.44,0.49,0.50,0.50,0.51,0.50,0.43,0.49,0.49,0.50,0.51,0.49,0.47,0.49,0.50,0.50,0.51,0.50,0.47,0.49,0.50,2
37409106_1988-02-21_2013.jpg,0.49,0.50,0.50,0.35,0.48,0.47,0.49,0.48,0.50,0.32,0.48,0.47,0.50,0.51,0.51,0.43,0.50,0.49,0.50,0.49,0.51,0.41,0.50,0.49,2
3756606_1980-07-22_2005.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
37669906_1992-01-14_2013.jpg,0.49,0.49,0.50,0.37,0.48,0.49,0.50,0.50,0.49,0.38,0.48,0.48,0.50,0.50,0.50,0.43,0.49,0.49,0.50,0.50,0.49,0.44,0.49,0.49,2
3771806_1969-03-10_2015.jpg,0.48,0.48,0.49,0.29,0.47,0.47,0.50,0.49,0.50,0.28,0.48,0.47,0.49,0.49,0.49,0.37,0.48,0.49,0.50,0.49,0.50,0.36,0.49,0.48,4
37835506_1944-08-19_2008.jpg,0.45,0.47,0.48,0.25,0.42,0.40,0.46,0.49,0.49,0.19,0.41,0.39,0.47,0.48,0.49,0.33,0.45,0.44,0.47,0.50,0.49,0.28,0.44,0.43,6
37923606_1961-08-24_2010.jpg,0.50,0.49,0.49,0.42,0.49,0.48,0.51,0.49,0.49,0.41,0.49,0.49,0.50,0.49,0.49,0.45,0.49,0.49,0.51,0.49,0.49,0.45,0.49,0.50,4
37930006_1930-01-05_1963.jpg,0.50,0.48,0.50,0.37,0.48,0.48,0.49,0.48,0.50,0.37,0.47,0.47,0.50,0.48,0.50,0.43,0.49,0.49,0.50,0.49,0.50,0.42,0.48,0.48,3
