Image,lip_width,eye1_width,eye2_width,nose_length,nose_width,eyebrow1_length,eyebrow2_length,jawline_width,age_class
/Users/jishavarun/Downloads/wiki/wiki/05/1266505_1975-02-02_2014.jpg,166.68,72.11,67.48,93.13,92.27,184.2,149.17,127.86,3
/Users/jishavarun/Downloads/wiki/wiki/05/1278105_1945-02-02_2014.jpg,166.68,72.11,67.48,93.13,92.27,184.2,149.17,127.86,6
/Users/jishavarun/Downloads/wiki/wiki/05/1278105_1945-02-02_2014.jpg,173.1,70.06,58.01,136.09,95.05,147.12,98.09,112.7,6
/Users/jishavarun/Downloads/wiki/wiki/05/12808405_1986-05-21_2014.jpg,159.2,59.03,73.01,108.02,102.18,133.2,171.26,95.63,2
/Users/jishavarun/Downloads/wiki/wiki/05/13103905_1939-03-27_1964.jpg,196.12,80.75,76.24,113.3,84.65,177.09,141.05,153.45,2
/Users/jishavarun/Downloads/wiki/wiki/05/13559605_1915-05-30_2004.jpg,230.67,86.49,83.82,142.62,111.83,176.98,169.4,139.44,8
/Users/jishavarun/Downloads/wiki/wiki/05/1359505_1941-10-26_2010.jpg,213.46,90.02,87.57,140.43,117.11,183.21,175.57,114.73,6
/Users/jishavarun/Downloads/wiki/wiki/05/13628705_1985-12-18_2010.jpg,180.01,85.21,87.21,153.01,107.07,172.96,180.98,100.66,2
/Users/jishavarun/Downloads/wiki/wiki/05/13869205_1985-11-26_2014.jpg,180.01,85.21,87.21,153.01,107.07,172.96,180.98,100.66,2
/Users/jishavarun/Downloads/wiki/wiki/05/13951905_1990-11-07_2012.jpg,180.01,85.21,87.21,153.01,107.07,172.96,180.98,100.66,2
/Users/jishavarun/Downloads/wiki/wiki/05/13967205_1989-07-10_2010.jpg,181.54,79.01,74.33,133.3,93.19,184.02,178.71,109.77,2
/Users/jishavarun/Downloads/wiki/wiki/05/14056005_1962-12-12_2008.jpg,162.08,84,86.7,107.23,94.19,158.14,187.11,120.07,4
/Users/jishavarun/Downloads/wiki/wiki/05/1420505_1978-08-04_2011.jpg,201.32,76.53,85.38,96.13,105.48,157.96,195.1,99.05,3
/Users/jishavarun/Downloads/wiki/wiki/05/1428505_1949-09-21_2011.jpg,213.04,76.01,76.03,88.09,117.07,183.11,185.52,103.74,6
/Users/jishavarun/Downloads/wiki/wiki/05/1440505_1982-04-18_2014.jpg,188.41,73.55,88.65,146.01,95.43,143.46,205.57,81.05,3
/Users/jishavarun/Downloads/wiki/wiki/05/1467205_1951-09-25_2009.jpg,126.32,79.03,78.45,122,101.08,155.87,153.4,80.78,5
/Users/jishavarun/Downloads/wiki/wiki/05/1467805_1985-05-02_2015.jpg,126.32,79.03,78.45,122,101.08,155.87,153.4,80.78,2
/Users/jishavarun/Downloads/wiki/wiki/05/146905_1921-05-12_2010.jpg,126.32,79.03,78.45,122,101.08,155.87,153.4,80.78,8
/Users/jishavarun/Downloads/wiki/wiki/05/147505_1928-02-22_2007.jpg,197.16,66.03,62.8,124.79,100.12,153.02,123.96,118.21,7
/Users/jishavarun/Downloads/wiki/wiki/05/148905_1928-08-31_1959.jpg,197.16,66.03,62.8,124.79,100.12,153.02,123.96,118.21,3
/Users/jishavarun/Downloads/wiki/wiki/05/1495605_1949-09-01_2013.jpg,166.87,78.92,77.78,95.34,82.22,167.19,166.31,103.83,6
/Users/jishavarun/Downloads/wiki/wiki/05/1501005_1920-02-29_1946.jpg,150.96,75.01,75.13,109.02,77.32,151.78,162.38,113.78,2
/Users/jishavarun/Downloads/wiki/wiki/05/15093505_1983-03-06_2011.jpg,126.48,59.14,81.05,106.89,63.07,94.23,165.95,116,2
/Users/jishavarun/Downloads/wiki/wiki/05/1515505_1937-09-09_2009.jpg,126.48,59.14,81.05,106.89,63.07,94.23,165.95,116,7
/Users/jishavarun/Downloads/wiki/wiki/05/1515505_1937-09-09_2009.jpg,126.48,59.14,81.05,106.89,63.07,94.23,165.95,116,7
/Users/jishavarun/Downloads/wiki/wiki/05/15174005_1921-02-07_1940.jpg,204.02,82.15,83.02,92.01,86.02,168.72,175.63,122.38,1
/Users/jishavarun/Downloads/wiki/wiki/05/1521605_1911-06-04_1940.jpg,204.02,82.15,83.02,92.01,86.02,168.72,175.63,122.38,2
/Users/jishavarun/Downloads/wiki/wiki/05/15234405_1984-01-14_2008.jpg,204.02,82.15,83.02,92.01,86.02,168.72,175.63,122.38,2
/Users/jishavarun/Downloads/wiki/wiki/05/1545105_1922-04-25_2013.jpg,221,87.6,105,91.71,113.46,171.4,232.27,139.46,8
/Users/jishavarun/Downloads/wiki/wiki/05/15775505_1978-12-28_2007.jpg,175.23,83.19,70.21,120.84,86.33,176.24,94.79,156.92,2
/Users/jishavarun/Downloads/wiki/wiki/05/1582905_1934-03-06_2002.jpg,175.23,83.19,70.21,120.84,86.33,176.24,94.79,156.92,6
/Users/jishavarun/Downloads/wiki/wiki/05/1589105_1948-10-02_1999.jpg,175.23,83.19,70.21,120.84,86.33,176.24,94.79,156.92,5
/Users/jishavarun/Downloads/wiki/wiki/05/1590505_1975-05-21_2011.jpg,143.01,72.06,57.08,98.43,77.65,189.14,117.35,142.14,3
/Users/jishavarun/Downloads/wiki/wiki/05/15917205_1962-12-26_2008.jpg,143.01,72.06,57.08,98.43,77.65,189.14,117.35,142.14,4
/Users/jishavarun/Downloads/wiki/wiki/05/16081205_1989-03-28_2007.jpg,143.01,72.06,57.08,98.43,77.65,189.14,117.35,142.14,1
/Users/jishavarun/Downloads/wiki/wiki/05/1624105_1986-01-13_2009.jpg,208.17,80,80.81,116.43,86.58,139.79,145.48,115.13,2
/Users/jishavarun/Downloads/wiki/wiki/05/16317705_1981-05-10_2008.jpg,161.45,88.14,85.91,144.01,94.19,190.17,167.72,90.82,2
/Users/jishavarun/Downloads/wiki/wiki/05/1632405_1986-07-09_2008.jpg,201.64,92.91,86.05,119.04,96.25,194.45,154.88,127.91,2
/Users/jishavarun/Downloads/wiki/wiki/05/16454405_1993-06-07_2013.jpg,201.64,92.91,86.05,119.04,96.25,194.45,154.88,127.91,1
/Users/jishavarun/Downloads/wiki/wiki/05/16454405_1993-06-07_2013.jpg,201.64,92.91,86.05,119.04,96.25,194.45,154.88,127.91,1
/Users/jishavarun/Downloads/wiki/wiki/05/16650005_1890-01-11_1944.jpg,149.16,61.13,70.01,103.59,73.01,105.78,148.44,109,5
/Users/jishavarun/Downloads/wiki/wiki/05/16650005_1890-01-11_1944.jpg,149.16,61.13,70.01,103.59,73.01,105.78,148.44,109,5
/Users/jishavarun/Downloads/wiki/wiki/05/16650005_1890-01-11_1944.jpg,149.16,61.13,70.01,103.59,73.01,105.78,148.44,109,5
/Users/jishavarun/Downloads/wiki/wiki/05/167805_1969-10-03_2011.jpg,147.96,86.49,65.92,107.7,86.15,202.99,80.27,156.03,4
/Users/jishavarun/Downloads/wiki/wiki/05/1703605_1955-07-02_2008.jpg,149,75.54,63.64,96.25,75.06,168.73,116.6,143.28,5
/Users/jishavarun/Downloads/wiki/wiki/05/17124205_1989-02-10_2008.jpg,149,75.54,63.64,96.25,75.06,168.73,116.6,143.28,1
/Users/jishavarun/Downloads/wiki/wiki/05/17222605_1954-10-10_2015.jpg,213.08,80.75,80.6,141,87.02,170.57,167.51,94.54,6
/Users/jishavarun/Downloads/wiki/wiki/05/173905_1938-03-07_2013.jpg,157.2,64.07,58.42,134.95,88.2,168.25,134.93,111.66,7
/Users/jishavarun/Downloads/wiki/wiki/05/17417505_1964-12-16_2012.jpg,164.03,67,86.09,98.37,96.08,127.72,185.66,128,4
/Users/jishavarun/Downloads/wiki/wiki/05/17417505_1964-12-16_2012.jpg,145.12,70.86,51.35,106.3,78.64,184.76,102.79,156.01,4
/Users/jishavarun/Downloads/wiki/wiki/05/17495805_1983-09-14_2014.jpg,162.31,83.1,80.22,157.11,92.09,180.83,178.4,96.14,3
/Users/jishavarun/Downloads/wiki/wiki/05/1755705_1977-10-23_2010.jpg,131.69,66.49,76.94,103.17,74.55,129.94,179.26,121.04,3
/Users/jishavarun/Downloads/wiki/wiki/05/17606505_1932-05-26_1977.jpg,131.69,66.49,76.94,103.17,74.55,129.94,179.26,121.04,4
/Users/jishavarun/Downloads/wiki/wiki/05/179105_1921-02-08_1943.jpg,171.45,92.97,86.98,88.39,83.52,201.16,187.43,160.51,2
/Users/jishavarun/Downloads/wiki/wiki/05/181005_1907-02-22_1942.jpg,171.45,92.97,86.98,88.39,83.52,201.16,187.43,160.51,3
/Users/jishavarun/Downloads/wiki/wiki/05/1820705_1897-04-07_1960.jpg,160.05,70.03,63.64,108.67,86.15,183.09,165.41,90.14,6
/Users/jishavarun/Downloads/wiki/wiki/05/18298705_1980-06-23_2010.jpg,92.78,57.14,41.59,84.93,59.08,145.83,84.32,145.77,2
/Users/jishavarun/Downloads/wiki/wiki/05/183505_1911-01-09_1943.jpg,141.13,76.01,78.41,107.02,69.12,138.97,149.33,136.62,3
/Users/jishavarun/Downloads/wiki/wiki/05/1864005_1974-01-26_2009.jpg,141.13,76.01,78.41,107.02,69.12,138.97,149.33,136.62,3
/Users/jishavarun/Downloads/wiki/wiki/05/18867705_1988-02-06_2008.jpg,180.28,66.19,64.12,92.91,106.12,148.81,138.35,117.39,1
/Users/jishavarun/Downloads/wiki/wiki/05/1904905_1980-04-17_2004.jpg,133.09,76.24,72.11,122.04,83,160,153.48,103.75,2
/Users/jishavarun/Downloads/wiki/wiki/05/1904905_1980-04-17_2004.jpg,133.09,76.24,72.11,122.04,83,160,153.48,103.75,2
/Users/jishavarun/Downloads/wiki/wiki/05/19200105_1988-05-02_2012.jpg,117.21,64.38,42.05,139.09,80.06,180.04,76.9,148,2
/Users/jishavarun/Downloads/wiki/wiki/05/1944005_1937-06-02_1960.jpg,217.04,90.05,74.03,127.28,113,198.94,135.82,125.72,2
/Users/jishavarun/Downloads/wiki/wiki/05/19509805_1991-04-27_2014.jpg,129.1,63.51,73.25,89.94,85.05,126.66,178.36,81.02,2
/Users/jishavarun/Downloads/wiki/wiki/05/19526505_1988-10-08_2011.jpg,107.2,75.8,52.95,96.18,66.29,179.6,96.58,156.42,2
/Users/jishavarun/Downloads/wiki/wiki/05/19545905_1953-01-02_1981.jpg,229.37,81.1,82.22,92.2,118.21,175.11,178.66,125.69,2
/Users/jishavarun/Downloads/wiki/wiki/05/195605_1925-06-26_1965.jpg,229.37,81.1,82.22,92.2,118.21,175.11,178.66,125.69,3
/Users/jishavarun/Downloads/wiki/wiki/05/1957305_1981-06-23_2011.jpg,162.05,58.69,70.03,100.24,93.02,108.22,192.38,87.46,2
/Users/jishavarun/Downloads/wiki/wiki/05/1957905_1963-12-12_2007.jpg,122.59,54.15,66.37,115.97,87.02,92.89,183.6,100.22,4
/Users/jishavarun/Downloads/wiki/wiki/05/19730805_1984-06-14_2013.jpg,130.23,67.05,44.05,104.55,66.61,161.44,57.33,176.71,2
/Users/jishavarun/Downloads/wiki/wiki/05/1999305_1975-08-31_2008.jpg,259.47,93.15,90.61,91.08,100.9,176.15,183.05,150.48,3
/Users/jishavarun/Downloads/wiki/wiki/05/20119305_1928-10-19_1974.jpg,200.12,79.1,76.16,132.06,99.02,171.39,173.82,105.19,4
/Users/jishavarun/Downloads/wiki/wiki/05/20119305_1928-10-19_1974.jpg,145,47.1,72.01,121.46,80.02,69.37,169.93,103.24,4
/Users/jishavarun/Downloads/wiki/wiki/05/20119305_1928-10-19_1974.jpg,185.13,91.09,80.02,119.85,94.02,205.69,123.41,143.54,4
/Users/jishavarun/Downloads/wiki/wiki/05/20212205_1928-10-17_1960.jpg,191.16,76.94,79.03,135.09,103.17,171.66,200.28,118.41,3
/Users/jishavarun/Downloads/wiki/wiki/05/20212205_1928-10-17_1960.jpg,159.31,69.05,75.11,123,87.14,151.97,178.65,99.01,3
/Users/jishavarun/Downloads/wiki/wiki/05/20212205_1928-10-17_1960.jpg,163.31,80.31,76.53,144.39,89.36,176.92,155.11,151.54,3
/Users/jishavarun/Downloads/wiki/wiki/05/2034705_1915-10-30_1942.jpg,201.64,85.38,79.7,117.15,80.28,152.65,135.96,78.29,2
/Users/jishavarun/Downloads/wiki/wiki/05/20405_1926-05-26_1955.jpg,201.64,85.38,79.7,117.15,80.28,152.65,135.96,78.29,2
/Users/jishavarun/Downloads/wiki/wiki/05/20608805_1990-04-27_2010.jpg,201.64,85.38,79.7,117.15,80.28,152.65,135.96,78.29,1
/Users/jishavarun/Downloads/wiki/wiki/05/206705_1976-05-31_2015.jpg,169.24,95.57,87.46,154,111.11,209.89,162.66,97.58,3
/Users/jishavarun/Downloads/wiki/wiki/05/20743905_1987-08-14_2008.jpg,169.24,95.57,87.46,154,111.11,209.89,162.66,97.58,2
/Users/jishavarun/Downloads/wiki/wiki/05/20905_1972-04-17_2013.jpg,197.06,95.52,82.87,125.57,102.12,191.31,129.23,109.34,4
/Users/jishavarun/Downloads/wiki/wiki/05/2102605_1969-10-09_2008.jpg,170.75,83.01,86.49,116.28,112.45,166.88,171.97,122.12,3
/Users/jishavarun/Downloads/wiki/wiki/05/21218005_1986-11-06_2007.jpg,170.75,83.01,86.49,116.28,112.45,166.88,171.97,122.12,2
/Users/jishavarun/Downloads/wiki/wiki/05/2127805_1984-06-26_2014.jpg,140.06,67.07,84.02,77.47,84,113.29,192.82,99.08,2
/Users/jishavarun/Downloads/wiki/wiki/05/21295505_1971-09-25_2009.jpg,148.97,78.16,67.08,78.34,76.53,185.81,133.42,141.4,3
/Users/jishavarun/Downloads/wiki/wiki/05/21295505_1971-09-25_2009.jpg,148.97,78.16,67.08,78.34,76.53,185.81,133.42,141.4,3
/Users/jishavarun/Downloads/wiki/wiki/05/215805_1976-02-04_2014.jpg,135.62,64.28,61.4,76.03,82.49,143.01,135.1,131.24,3
/Users/jishavarun/Downloads/wiki/wiki/05/2171705_1970-10-08_2015.jpg,183,74.03,81.01,92.78,95,137.44,168.9,122.53,4
/Users/jishavarun/Downloads/wiki/wiki/05/21743905_1976-05-01_2010.jpg,113.86,54.74,60.42,67.6,58.22,98.27,138.23,99.5,3
/Users/jishavarun/Downloads/wiki/wiki/05/2188605_1918-08-21_1973.jpg,194.01,67.03,68.07,123.26,101,158.14,152.2,114.02,5
/Users/jishavarun/Downloads/wiki/wiki/05/2193105_1950-03-12_2008.jpg,216.28,102.42,98.25,155.05,111.29,207.6,179.42,111.79,5
/Users/jishavarun/Downloads/wiki/wiki/05/22088505_1980-08-14_2010.jpg,216.28,102.42,98.25,155.05,111.29,207.6,179.42,111.79,2
/Users/jishavarun/Downloads/wiki/wiki/05/2209405_1966-03-23_2011.jpg,220.91,81.3,71.06,134.73,98.15,172.16,123.06,98.35,4
/Users/jishavarun/Downloads/wiki/wiki/05/2235705_1985-05-03_2011.jpg,105.08,57.14,80.5,118.96,86.21,99.21,189.65,98.99,2
/Users/jishavarun/Downloads/wiki/wiki/05/2257105_1946-12-31_2006.jpg,140,57.04,63.39,105.48,77.03,120.19,160.17,84.29,5
/Users/jishavarun/Downloads/wiki/wiki/05/22577805_1986-04-09_2014.jpg,169.03,73.25,78.31,112.02,94.01,136.36,182.55,64.28,2
/Users/jishavarun/Downloads/wiki/wiki/05/226105_1953-04-29_2011.jpg,210.02,104.04,93.34,178.36,120.07,235.73,203.25,144.56,5
/Users/jishavarun/Downloads/wiki/wiki/05/2264605_1952-05-19_2011.jpg,162.03,71.06,68.03,130.38,76.01,176.47,159.45,96.38,5
/Users/jishavarun/Downloads/wiki/wiki/05/229105_1932-11-22_2009.jpg,162.03,71.06,68.03,130.38,76.01,176.47,159.45,96.38,7
/Users/jishavarun/Downloads/wiki/wiki/05/22946205_1989-02-11_2009.jpg,97.32,70.01,53.6,116.18,69.87,162.99,97.37,118.41,1
/Users/jishavarun/Downloads/wiki/wiki/05/23083005_1962-08-29_2014.jpg,172.1,63.29,82.39,95.52,91.02,97.27,180.78,107.35,5
/Users/jishavarun/Downloads/wiki/wiki/05/23142605_1971-05-25_2009.jpg,181.71,81.06,77.78,125.13,88.28,184.67,148.72,115.68,3
/Users/jishavarun/Downloads/wiki/wiki/05/23243705_1985-02-28_2015.jpg,140.36,61.03,79.76,98.66,75.06,96.32,163.32,140.36,2
/Users/jishavarun/Downloads/wiki/wiki/05/2343805_1967-03-21_2009.jpg,144.09,76.03,67.19,97.87,88.05,171.21,112.63,122.33,4
/Users/jishavarun/Downloads/wiki/wiki/05/23467805_1986-02-09_2013.jpg,197.09,88.81,93.01,147.36,101.18,185.78,212.95,97.98,2
/Users/jishavarun/Downloads/wiki/wiki/05/23734805_1975-04-19_2004.jpg,197.09,88.81,93.01,147.36,101.18,185.78,212.95,97.98,2
/Users/jishavarun/Downloads/wiki/wiki/05/23819805_1964-09-28_2012.jpg,197.09,88.81,93.01,147.36,101.18,185.78,212.95,97.98,4
/Users/jishavarun/Downloads/wiki/wiki/05/23866505_1989-03-24_2014.jpg,120.02,74.43,54.08,131.22,71.06,183.31,67.57,146.51,2
/Users/jishavarun/Downloads/wiki/wiki/05/2390805_1982-12-19_2014.jpg,194.44,87.28,81.1,117.15,97.05,187.23,154.84,116.62,3
/Users/jishavarun/Downloads/wiki/wiki/05/23992005_1990-04-30_2010.jpg,155.08,74.33,94.19,110.06,90.01,122.28,210.19,122.07,1
/Users/jishavarun/Downloads/wiki/wiki/05/24009805_1981-10-16_2013.jpg,141.03,63.95,75,105,69.58,121.36,177.8,103.39,3
/Users/jishavarun/Downloads/wiki/wiki/05/24029405_1990-08-26_2015.jpg,138.74,79.7,68.41,86.88,84.17,184.78,127.95,152.84,2
/Users/jishavarun/Downloads/wiki/wiki/05/24095105_1980-11-07_2011.jpg,138.74,79.7,68.41,86.88,84.17,184.78,127.95,152.84,3
/Users/jishavarun/Downloads/wiki/wiki/05/24318105_1987-05-13_2015.jpg,209.29,78.03,79.16,103.17,83.1,135.21,150.52,123.18,2
/Users/jishavarun/Downloads/wiki/wiki/05/2440805_1982-12-22_2013.jpg,202.16,73.01,73.16,109.07,79.03,145.91,144.2,90.48,3
/Users/jishavarun/Downloads/wiki/wiki/05/2457905_1943-02-13_2014.jpg,202.16,73.01,73.16,109.07,79.03,145.91,144.2,90.48,7
/Users/jishavarun/Downloads/wiki/wiki/05/245805_1924-08-02_1975.jpg,136.19,70.11,57.14,106.79,74.33,166,100.78,137.93,5
/Users/jishavarun/Downloads/wiki/wiki/05/24594005_1919-05-10_2003.jpg,185.44,79.51,87.82,146.51,107.91,155.18,192.35,108.05,8
/Users/jishavarun/Downloads/wiki/wiki/05/24714905_1984-06-13_2015.jpg,197,91.2,90.67,122,99.01,159.54,180.66,113.6,3
/Users/jishavarun/Downloads/wiki/wiki/05/24740505_1985-10-29_2015.jpg,220.01,77.32,81.22,110.16,89.02,152,175.71,111.4,2
/Users/jishavarun/Downloads/wiki/wiki/05/2477505_1965-07-16_2009.jpg,230.78,98.01,99.2,125.48,125.48,167.68,165.31,98.01,4
/Users/jishavarun/Downloads/wiki/wiki/05/24777305_1986-02-19_2011.jpg,136.94,85.16,68.12,100.28,76.53,180.05,91.95,154.3,2
/Users/jishavarun/Downloads/wiki/wiki/05/2500405_1954-02-26_2010.jpg,136.94,85.16,68.12,100.28,76.53,180.05,91.95,154.3,5
/Users/jishavarun/Downloads/wiki/wiki/05/250505_1942-03-26_1977.jpg,248.58,110.65,110.29,83.55,95.52,196.49,192.13,183.76,3
/Users/jishavarun/Downloads/wiki/wiki/05/2515605_1982-02-11_2013.jpg,146.41,80.16,66.37,126.29,81.22,186.75,119.19,123.04,3
/Users/jishavarun/Downloads/wiki/wiki/05/2560705_1973-04-12_2008.jpg,199.72,75.33,86.59,115.16,92.54,110.12,176.55,125.26,3
/Users/jishavarun/Downloads/wiki/wiki/05/25644705_1990-10-31_2013.jpg,199.72,75.33,86.59,115.16,92.54,110.12,176.55,125.26,2
/Users/jishavarun/Downloads/wiki/wiki/05/2567205_1942-07-26_2011.jpg,231.51,80.75,77.1,105.08,100.98,178.93,142.5,138.72,6
/Users/jishavarun/Downloads/wiki/wiki/05/2567205_1942-07-26_2011.jpg,165.42,78.85,67.23,108.16,82.28,148.27,114.83,112.54,6
/Users/jishavarun/Downloads/wiki/wiki/05/2574605_1966-05-09_2000.jpg,165.42,78.85,67.23,108.16,82.28,148.27,114.83,112.54,3
/Users/jishavarun/Downloads/wiki/wiki/05/26079705_1985-10-10_2010.jpg,165.42,78.85,67.23,108.16,82.28,148.27,114.83,112.54,2
/Users/jishavarun/Downloads/wiki/wiki/05/26079705_1985-10-10_2010.jpg,165.42,78.85,67.23,108.16,82.28,148.27,114.83,112.54,2
/Users/jishavarun/Downloads/wiki/wiki/05/2630205_1935-11-20_2006.jpg,111.36,61.01,62.65,90.2,65.38,127.02,141.31,95.6,7
/Users/jishavarun/Downloads/wiki/wiki/05/26614105_1920-04-14_2010.jpg,228.97,88.96,75.54,155.36,119.82,202.5,136.76,145.77,8
/Users/jishavarun/Downloads/wiki/wiki/05/26821305_1987-01-25_2011.jpg,252.34,96.01,92.42,138.23,110.65,181.18,179.88,119.82,2
/Users/jishavarun/Downloads/wiki/wiki/05/26837605_1991-10-17_2013.jpg,120.15,64.2,78.06,96.01,75.24,117,183.83,103.82,2
/Users/jishavarun/Downloads/wiki/wiki/05/27095505_1987-03-02_2012.jpg,182.62,87.05,86.15,120.02,117.11,165.15,178.05,110.17,2
/Users/jishavarun/Downloads/wiki/wiki/05/27123805_1899-04-10_1945.jpg,144.09,66.19,71.01,94.02,74.06,125.34,143,94.37,4
/Users/jishavarun/Downloads/wiki/wiki/05/2716305_1984-04-03_2005.jpg,178.08,74.33,91.01,116.73,105.91,131.78,181.4,141.06,2
/Users/jishavarun/Downloads/wiki/wiki/05/27217905_1991-03-12_2008.jpg,154.16,85.38,86.15,133.18,78.1,177.56,186.96,81.22,1
/Users/jishavarun/Downloads/wiki/wiki/05/27266905_1951-05-03_2012.jpg,149.27,49.04,69.12,99.82,89,87.33,171.54,72.11,6
/Users/jishavarun/Downloads/wiki/wiki/05/272705_1940-02-03_2010.jpg,200.12,81.02,91.44,146,105.08,168.44,201.1,119.64,6
/Users/jishavarun/Downloads/wiki/wiki/05/27284805_1991-06-03_2010.jpg,205.62,94.09,95.08,158.38,110.45,166.56,176.43,83.36,1
/Users/jishavarun/Downloads/wiki/wiki/05/27326705_1922-09-12_1951.jpg,143.27,57.72,66.19,71.25,77.52,126.66,163.58,119.94,2
/Users/jishavarun/Downloads/wiki/wiki/05/27357205_1992-10-12_2014.jpg,142.03,64.5,78.31,113,75.06,114.73,175.68,83.01,2
/Users/jishavarun/Downloads/wiki/wiki/05/2747305_1986-09-18_2007.jpg,162,81.3,91.66,134,94,124.67,189.87,110.77,2
/Users/jishavarun/Downloads/wiki/wiki/05/27484905_1987-08-03_2012.jpg,209.29,97.74,100.18,171.11,105.17,187.97,197.11,128.44,2
/Users/jishavarun/Downloads/wiki/wiki/05/27567605_1962-04-07_2012.jpg,152.84,64.5,69.18,107.07,81.5,133.28,156.71,107.12,4
/Users/jishavarun/Downloads/wiki/wiki/05/27617505_1920-11-20_1948.jpg,153.21,80.16,77.52,125.26,88.05,184.22,169.57,114.16,2
/Users/jishavarun/Downloads/wiki/wiki/05/27698205_1927-07-16_1955.jpg,154,66.07,70.03,111,71.03,153.03,165.93,103.74,2
/Users/jishavarun/Downloads/wiki/wiki/05/2774505_1979-12-29_2010.jpg,154,66.07,70.03,111,71.03,153.03,165.93,103.74,3
/Users/jishavarun/Downloads/wiki/wiki/05/27759805_1990-09-05_2013.jpg,171.96,74,82.97,94.26,101.79,113.38,178.14,125.14,2
/Users/jishavarun/Downloads/wiki/wiki/05/27765305_1928-06-02_1952.jpg,171.96,74,82.97,94.26,101.79,113.38,178.14,125.14,2
/Users/jishavarun/Downloads/wiki/wiki/05/27820805_1969-04-11_2010.jpg,203,77.03,79.03,106.02,75.01,147.46,166.77,129.47,4
/Users/jishavarun/Downloads/wiki/wiki/05/27916705_1986-10-24_2015.jpg,201.43,86.28,83.6,151.46,106.57,193.3,168.85,118,2
/Users/jishavarun/Downloads/wiki/wiki/05/27916705_1986-10-24_2015.jpg,120.7,66.91,62.03,123.04,76.24,162.01,130.12,98.72,2
/Users/jishavarun/Downloads/wiki/wiki/05/27991805_1991-02-11_2015.jpg,120.7,66.91,62.03,123.04,76.24,162.01,130.12,98.72,2
/Users/jishavarun/Downloads/wiki/wiki/05/28279205_1989-10-03_2010.jpg,157.5,79.1,65.15,135.37,84.93,186.14,114.94,102.4,2
/Users/jishavarun/Downloads/wiki/wiki/05/28297705_1990-09-19_2011.jpg,139.18,88.36,88.02,108.78,82.05,176.28,176,125,2
/Users/jishavarun/Downloads/wiki/wiki/05/28300005_1987-09-11_2009.jpg,124.06,63.13,67.12,93.19,62.07,124.32,153.95,101.92,2
/Users/jishavarun/Downloads/wiki/wiki/05/28300005_1987-09-11_2009.jpg,124.06,63.13,67.12,93.19,62.07,124.32,153.95,101.92,2
/Users/jishavarun/Downloads/wiki/wiki/05/2836305_1944-02-11_2009.jpg,150.12,74.67,58.14,85.87,81,159.26,90.48,132.94,6
/Users/jishavarun/Downloads/wiki/wiki/05/28415805_1947-04-02_1995.jpg,181.1,78.16,81.02,111.02,96.01,182.03,188.21,75.69,4
/Users/jishavarun/Downloads/wiki/wiki/05/2862105_1960-05-25_2008.jpg,168.69,67.68,85.84,90.48,95.75,130.24,203.1,114.13,4
/Users/jishavarun/Downloads/wiki/wiki/05/28685805_1942-05-29_2004.jpg,168.69,67.68,85.84,90.48,95.75,130.24,203.1,114.13,6
/Users/jishavarun/Downloads/wiki/wiki/05/28779105_1932-03-01_1978.jpg,149.16,56.22,75.43,141.22,86.01,84.49,168.22,106.53,4
/Users/jishavarun/Downloads/wiki/wiki/05/28786805_1974-08-12_2009.jpg,193.21,73.11,86.83,134.3,108.17,129.63,211.04,71.03,3
/Users/jishavarun/Downloads/wiki/wiki/05/28910505_1976-02-01_2014.jpg,162.03,81.06,75.01,72.84,81,175.32,153.21,126.72,3
/Users/jishavarun/Downloads/wiki/wiki/05/2895805_1970-02-22_2012.jpg,155.29,84.53,94.19,110.44,89.94,147.7,178.3,132.82,4
/Users/jishavarun/Downloads/wiki/wiki/05/28995105_1974-09-26_2010.jpg,119.34,78.1,60.21,108.34,70.35,188.09,112.66,123.71,3
/Users/jishavarun/Downloads/wiki/wiki/05/29483505_1918-03-25_1940.jpg,180.07,80.62,79.1,139.06,93.02,171.18,192.7,71.02,2
/Users/jishavarun/Downloads/wiki/wiki/05/298805_1956-02-05_2009.jpg,162.78,85.59,77.52,112.79,86.49,193.79,150.7,111.41,5
/Users/jishavarun/Downloads/wiki/wiki/05/30160605_1988-12-30_2015.jpg,197.65,83.38,88.68,35.44,84.29,156.6,179.53,166.21,2
/Users/jishavarun/Downloads/wiki/wiki/05/3024705_1942-08-07_2007.jpg,178.04,79.08,82.87,160.64,102.18,167.13,186.4,91.35,6
/Users/jishavarun/Downloads/wiki/wiki/05/3031905_1950-12-23_2008.jpg,131.73,62.17,86.15,102,77.88,117.16,220.59,124.66,5
/Users/jishavarun/Downloads/wiki/wiki/05/3038705_1971-03-24_2008.jpg,133.45,67.03,52.47,132.02,82.39,177.22,97.28,142.9,3
/Users/jishavarun/Downloads/wiki/wiki/05/30401205_1958-02-24_2011.jpg,183.13,90.01,76.24,117.24,86.15,194.7,136.12,140.63,5
/Users/jishavarun/Downloads/wiki/wiki/05/3050405_1942-03-02_1972.jpg,149,67.03,74.11,117.1,75.03,137.27,170.52,98.15,2
/Users/jishavarun/Downloads/wiki/wiki/05/3055905_1923-05-17_1944.jpg,161.01,81.5,88.28,152.05,90.09,158.45,201.99,98.48,2
